id,nome,categoria,endereco_rua,numero,bairro,endereco_formatado,latitude,longitude,cuisine,site
345359384,Sem Nome Registrado,Depósito de Bebidas,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4516753,-48.5034278,Não especificada,
366167896,Sem Nome Registrado,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4679489,-48.5065028,Não especificada,
366378026,Área de Lazer,Pub/Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3973627,-48.4446388,Não especificada,
395651218,Asa Delta,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.120807,-48.4407874,Não especificada,
406536644,Cantina do Instituto de Geociências,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.474613,-48.4573505,Não especificada,
406794732,Restaurante do NAEA,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4718791,-48.4495625,Não especificada,
420055838,Habib's,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4363436,-48.4772303,arab,
424016517,Point do Açai,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4639894,-48.4990924,regional,
431107477,Sem Nome Registrado,Centro Comunitário,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3995935,-48.4809034,Não especificada,
439637158,Assembleia Paraense,Centro Comunitário,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4148436,-48.4412618,Não especificada,
439637164,Toc Toc,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4141883,-48.4408461,Não especificada,
439637182,Sem Nome Registrado,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4143184,-48.4418549,Não especificada,
464155931,Ver-o-pesinho básico,Praça de Alimentação,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4757554,-48.4567247,Não especificada,
464388633,Carrefour Express,Loja de Conveniência,Avenida Celso Garcia,1907,Belém,"Avenida Celso Garcia, 1907 - Belém",-23.5368702,-46.5938204,Não especificada,https://www.carrefour.com.br/
464392828,Mega Brás,Restaurante,Avenida Celso Garcia,938,,"Avenida Celso Garcia, 938",-23.5389319,-46.603164,burger;coffee_shop;sandwich;regional,
464396906,Expresso 278,Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-23.5492778,-46.5849976,Não especificada,
464396911,Edu Pizza II,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-23.5489458,-46.5853421,pizza,
464401546,Oxxo,Loja de Conveniência,Rua Conselheiro Cotegipe,448,,"Rua Conselheiro Cotegipe, 448",-23.5381912,-46.5891433,Não especificada,
475065404,Sem Nome Registrado,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3260816,-48.4408076,Não especificada,
477895221,Sem Nome Registrado,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3262056,-48.4403834,Não especificada,
477895223,Sem Nome Registrado,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3261494,-48.4405134,Não especificada,
477895229,Sem Nome Registrado,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3260659,-48.4403626,Não especificada,
477895232,Sem Nome Registrado,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3260696,-48.4404419,Não especificada,
491357670,Restaurante Universitário,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4568476,-48.4337221,Estudante,
521282597,Sud Lisboa,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6962573,-9.1919439,Não especificada,
521282598,Sud Lisboa,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6963747,-9.191256,Não especificada,
539002090,Refeitório,Praça de Alimentação,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4373384,-48.4618287,Não especificada,
539002091,Restaurante IFPa,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4374204,-48.4617066,Não especificada,
539002092,Sem Nome Registrado,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4374671,-48.4616387,Não especificada,
539002093,Bloco R,Praça de Alimentação,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4375266,-48.4616962,Não especificada,
539142330,McDonald's,Fast Food/Lanchonete,Rodovia Augusto Montenegro,,Parque Verde,Rodovia Augusto Montenegro - Parque Verde,-1.3708286,-48.4439271,burger,
539142335,Cia. Paulista de Pizzas,Restaurante,Rodovia Augusto Montenegro,,Parque Verde,Rodovia Augusto Montenegro - Parque Verde,-1.3713239,-48.4434532,pizza,
539142341,Domino's,Fast Food/Lanchonete,Rodovia Augusto Montenegro,,Parque Verde,Rodovia Augusto Montenegro - Parque Verde,-1.373768,-48.4430014,pizza,https://www.dominos.com.br/
546705828,Bar da Júlia,Pub/Bar,Rodovia Transcoqueiro,,Una,Rodovia Transcoqueiro - Una,-1.3697758,-48.4216102,Não especificada,
555654790,Restaurante Chinês,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.7063967,-9.2092458,chinese,
565982816,Cantina de Solos,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4534989,-48.4428425,burger;regional,
578814942,McDonald's,Fast Food/Lanchonete,Rua Gregório Lopes,,,Rua Gregório Lopes,38.7109358,-9.2138257,burger,https://www.mcdonalds.pt/restaurantes/restelo/
604265532,Sem Nome Registrado,Pub/Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-6.7641482,-35.4687196,Não especificada,
604265547,Sem Nome Registrado,Pub/Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-6.7657479,-35.4696922,Não especificada,
607471626,Sem Nome Registrado,Centro Comunitário,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3537816,-48.4510507,Não especificada,
620962998,Bar do Boá,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4986788,-48.4403692,Não especificada,
645355431,Via Show,Casa de Show/Boate,Rodovia Augusto Montenegro,,Parque Verde,Rodovia Augusto Montenegro - Parque Verde,-1.3568022,-48.4530187,Não especificada,
670224320,Ruzinho,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4583345,-48.4348728,regional,
684894766,Honorato Sushi,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6980501,-9.2246327,japanese,
690890016,Churrascaria Boi D'ouro,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3861927,-48.4360648,barbecue;brazilian;churrasco,
749249324,Tasca do Gordo,Restaurante,Rua dos Cordoeiros a Pedrouços,33,,"Rua dos Cordoeiros a Pedrouços, 33",38.69505,-9.2208077,regional,
754965479,Subway,Fast Food/Lanchonete,Avenida Alcântara Machado,3598,,"Avenida Alcântara Machado, 3598",-23.5443379,-46.5912607,sandwich,
768594695,Sem Nome Registrado,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4581705,-48.4972108,Não especificada,
834075472,MAAT Café & Kitchen,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6959429,-9.1934298,Não especificada,
921438980,China in Box,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4124761,-48.4422865,chinese,
1053294281,Gandalata,Café,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6954634,-9.1980713,Não especificada,
1080988398,Garota Lanchonete e Restaurante,Restaurante,Avenida Celso Garcia,464,,"Avenida Celso Garcia, 464",-23.5393126,-46.6078812,Não especificada,
1080988399,Cantinho Mineiro,Fast Food/Lanchonete,Avenida Celso Garcia,474,,"Avenida Celso Garcia, 474",-23.5393027,-46.6078131,regional;Mineira,
1080988400,Carrefour Express,Loja de Conveniência,Avenida Celso Garcia,480,,"Avenida Celso Garcia, 480",-23.5392908,-46.6077335,Não especificada,
1097280730,Sem Nome Registrado,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3313913,-48.4492045,Não especificada,
1131288333,Ponto da Esfhira,Fast Food/Lanchonete,Rua Belém,336,,"Rua Belém, 336",-23.5399829,-46.595822,arab,
1131288334,Décio,Restaurante,Rua Belém,406,,"Rua Belém, 406",-23.5403811,-46.5952621,regional,
1156769320,Sem Nome Registrado,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3892894,-48.4809997,Não especificada,
1164018610,Terraço 53 Food Bier,Restaurante,Rua Serra da Bocaina,175,Quarta Parada,"Rua Serra da Bocaina, 175 - Quarta Parada",-23.5466212,-46.5896898,Não especificada,@terraco_53
1165465670,Shell Select,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-23.543952,-46.592096,Não especificada,
1165804788,Restaurante Fontão,Restaurante,Rua Padre Adelino,513,,"Rua Padre Adelino, 513",-23.5449534,-46.5891703,burger;regional;sandwich,
1182605648,Lanche do chaves,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4593895,-48.4351319,Não especificada,
1209256876,Restaurante Princesa Catumbi,Restaurante,Rua Catumbi,878,,"Rua Catumbi, 878",-23.5306986,-46.6019536,regional,
1209256877,Conveniencia Dona Grace,Loja de Conveniência,Rua Catumbi,896,Belenzinho,"Rua Catumbi, 896 - Belenzinho",-23.5305658,-46.6019988,Não especificada,
1224657435,Burger King,Fast Food/Lanchonete,Rodovia Augusto Montenegro,,Coqueiro,Rodovia Augusto Montenegro - Coqueiro,-1.3463842,-48.4517556,burger,
1227058772,Burger King,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4517918,-48.4860404,burger,
1227058777,Burger King,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4519097,-48.4860673,burger,
1227058778,Burger King,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.451903,-48.4860005,burger,
1227820705,Boizão Grill,Restaurante,Avenida Presidente Castelo Branco,3902,,"Avenida Presidente Castelo Branco, 3902",-23.5243819,-46.6029264,Churrascaria,
1229940596,Empório Amazônico,Restaurante,Travessa Alferes Costa,2695,Marco,"Travessa Alferes Costa, 2695 - Marco",-1.4247959,-48.4579787,Não especificada,
1230122494,Carne do Sol de Picuí,Restaurante,Avenida Mauriti,2170,Marco,"Avenida Mauriti, 2170 - Marco",-1.4328454,-48.4652235,steak_house,https://www.carnedesolpicuibelem.com.br/
1230165481,Sem Nome Registrado,Café,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4249254,-48.4583625,Não especificada,
1230165482,Sem Nome Registrado,Café,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4249808,-48.4584117,Não especificada,
1231338023,Casa do Saulo das Onze Janelas,Restaurante,Rua Siqueira Mendes,,,Rua Siqueira Mendes,-1.4552082,-48.5059531,regional,
1231339766,Point do Açaí,Restaurante,Boulevard Castilhos França,744,Campina,"Boulevard Castilhos França, 744 - Campina",-1.4487083,-48.4984462,regional,
1231694633,Budega do Quinzão,Pub/Bar,Rua Herval,62,,"Rua Herval, 62",-23.5427528,-46.5944274,Não especificada,
1234451373,Sem Nome Registrado,Centro Comunitário,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3370953,-48.454301,Não especificada,
1235499496,Ver o Açai,Restaurante,Travessa Dom Pedro I,599,Umarizal,"Travessa Dom Pedro I, 599 - Umarizal",-1.4371763,-48.4882302,Não especificada,
1246980784,Restaurante Paladar Buffet,Restaurante,Avenida Almirante Barroso,1428,Marco,"Avenida Almirante Barroso, 1428 - Marco",-1.4375829,-48.4590798,Não especificada,
1247314265,McDonald's,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6971514,-9.2032449,burger,
1258398627,Restô do Porto,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4429663,-48.4943515,Não especificada,
1258400405,Adega do Peixe,Depósito de Bebidas,Avenida Almirante Tamandaré,400,Cidade Velha,"Avenida Almirante Tamandaré, 400 - Cidade Velha",-1.4599825,-48.5016416,Não especificada,
1260636640,Hang Burgs,Fast Food/Lanchonete,,,Cidade Velha,Endereço não disponível no OSM (Apenas Coordenadas),-1.4602929,-48.5012708,Não especificada,
1263097375,Retrô Buteco,Bar,Avenida 16 de Novembro,416,Cidade Velha,"Avenida 16 de Novembro, 416 - Cidade Velha",-1.4601478,-48.4985084,Não especificada,
1271382484,Kasa Maguari,Pub/Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.332392,-48.4497001,Não especificada,
1304143753,Sem Nome Registrado,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4125674,-48.4423273,Não especificada,
1309542699,Sem Nome Registrado,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4269682,-48.4888806,Não especificada,
1309542700,Tudo Conveniência,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4265051,-48.4887663,Não especificada,
1314967186,Sem Nome Registrado,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3295599,-48.4345626,pizza,
1315810361,Sem Nome Registrado,Loja de Conveniência,Passagem Iracema,,Marambaia,Passagem Iracema - Marambaia,-1.4007359,-48.4478359,Não especificada,
1316503599,Sauva Cultural,Pub/Bar,Avenida Nazaré,457,Nazaré,"Avenida Nazaré, 457 - Nazaré",-1.4526575,-48.4885275,Não especificada,
1327513826,delicias da eró,Restaurante,Quadra B2,53,condor,"Quadra B2, 53 - condor",-1.4765806,-48.4824772,regional,
1341395310,Sem Nome Registrado,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.2994091,-48.4625193,Não especificada,
1341538197,Sem Nome Registrado,Loja de Conveniência,Rua da Mata,,Marambaia,Rua da Mata - Marambaia,-1.4016842,-48.448175,Não especificada,
1342389921,Sem Nome Registrado,Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.213178,-48.5259717,Não especificada,
1353229321,Recanto do Belem,Fast Food/Lanchonete,Rua Júlio de Castilhos,835,,"Rua Júlio de Castilhos, 835",-23.5409022,-46.592944,Não especificada,
1372471046,THE CODE PUB,Bar,Travessa Humaitá,2792,Marco,"Travessa Humaitá, 2792 - Marco",-1.4435633,-48.4599391,Não especificada,
1372472106,RUSTY PUB,Bar,TV. VILETA,2509,Marco,"TV. VILETA, 2509 - Marco",-1.4391329,-48.4632492,Não especificada,
1372500068,Sem Nome Registrado,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4625478,-48.4488487,Não especificada,
1372500858,Sem Nome Registrado,Espaço de Eventos,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4638197,-48.4488387,Não especificada,
1372503112,Sem Nome Registrado,Centro Comunitário,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4628689,-48.4483435,Não especificada,
1392878292,Sesc Belenzinho,Centro Comunitário,,,,Endereço não disponível no OSM (Apenas Coordenadas),-23.5450628,-46.5840663,Não especificada,
1395611107,Mercadinho Tabocão,Loja de Conveniência,Travessa Cruzeiro,,,Travessa Cruzeiro,-1.2929096,-48.4830751,Não especificada,
1419007534,Salão de eventos do 14 Bis,Espaço de Eventos,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4192272,-48.4582166,Não especificada,
1419285912,Up delivery,Bar,Tv. Padre Eutíquio,2807,Condor,"Tv. Padre Eutíquio, 2807 - Condor",-1.4668452,-48.482169,Não especificada,
1425075377,Sem Nome Registrado,Café,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4126793,-48.472115,Não especificada,
1425075626,BAR,Pub/Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4264205,-48.4498782,Não especificada,
1425075631,Açai,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4254808,-48.4500936,Não especificada,
1425075745,Fight Burguer,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.429067,-48.465191,Não especificada,
1425075746,Sem Nome Registrado,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4301075,-48.4660206,Não especificada,
1442161102,Usina da Paz - Guamá,Centro Comunitário,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4742112,-48.4651609,Não especificada,
1443491820,Burger King,Fast Food/Lanchonete,Rua Silva Teles,1793,,"Rua Silva Teles, 1793",-23.5238232,-46.60507,burger,
1452623555,Gastronomic Pavilion,Restaurante,,,Souza,Endereço não disponível no OSM (Apenas Coordenadas),-1.4153623,-48.4586147,Não especificada,
1491838148,Restaurante Belem,Fast Food/Lanchonete,Rua Fernandes Vieira,328,,"Rua Fernandes Vieira, 328",-23.5419796,-46.5898045,Não especificada,
1493439368,Sem Nome Registrado,Praça de Alimentação,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3000974,-48.4898982,Não especificada,
1510355208,Sem Nome Registrado,Espaço de Eventos,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3683444,-48.4272239,Não especificada,
