id,nome,categoria,endereco_rua,numero,bairro,endereco_formatado,latitude,longitude,cuisine,site
12386215388,Espaço Cultural Apoena,Bar,Avenida Duque de Caxias,,,Avenida Duque de Caxias,-1.4423906,-48.4691172,Não especificada,
12386258497,Restaurante da Mara,Restaurante,Rua Senador Manoel Barata,527,,"Rua Senador Manoel Barata, 527",-1.4518374,-48.4989807,regional,
12386640253,Soprano,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4483791,-48.5000292,Não especificada,
12386640254,Estação Grill,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4485116,-48.499933,Não especificada,
12386640255,Terrace Açaí,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4487547,-48.5001373,Não especificada,
12386640258,Zio Cucina,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.448311,-48.4999445,Não especificada,
12387391612,Tudo,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4543436,-48.4862787,Não especificada,
12387391614,Mango,Restaurante,Avenida Comandante Brás de Aguiar,593,,"Avenida Comandante Brás de Aguiar, 593",-1.4544409,-48.486548,Não especificada,
12387930035,Cervejaria Cabôca,Pub/Bar,Boulevard Castilhos França,,,Boulevard Castilhos França,-1.4497025,-48.5002333,Não especificada,
12388050533,Boi novo,Restaurante,Avenida Governador Magalhães Barata,,,Avenida Governador Magalhães Barata,-1.4521175,-48.4736332,Não especificada,
12388406804,Casa Apoena,Bar,Rua São Boaventura,171,,"Rua São Boaventura, 171",-1.4608328,-48.5052907,Não especificada,
12389250601,Dona Nena,Café,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4999554,-48.4610312,Não especificada,
12390950753,Bob's,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4382135,-48.4669325,Não especificada,
12390967392,Batistao,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4337264,-48.4646788,Não especificada,
12390975187,Café de bosque,Café,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4285805,-48.4574631,Não especificada,
12390975375,Ver o açai,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4331322,-48.4604875,Não especificada,
12390996870,Tokyo Sushi,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4299279,-48.4584064,sushi,
12390997929,Pub & brunch,Pub/Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4294773,-48.4580747,Não especificada,
12390998894,Sem Nome Registrado,Pub/Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4314845,-48.4589456,Não especificada,
12391003189,Amazon na cuja,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4449729,-48.479994,Não especificada,
12391003190,Chicken House,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4336636,-48.4641558,Não especificada,
12392682505,Girassol da Ilha do Combu,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.5087372,-48.4651525,regional,
12392704192,BB,Fast Food/Lanchonete,Avenida João Paulo II,73,,"Avenida João Paulo II, 73",-1.4307513,-48.4511077,pizza,
12394694731,Club shake Bosque,Pub/Bar,Alferes costa,2909,,"Alferes costa, 2909",-1.4260671,-48.4560997,Não especificada,
12394732888,Capriciosa,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4397398,-48.4567358,japanese;pizza,
12395863325,Rafael Grill,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4334634,-48.4467993,barbecue,
12395863326,Brasileirinho,Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4340482,-48.4505336,Não especificada,
12395863328,Frango na Brasa,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4328258,-48.4510693,barbecue,
12396423317,Grão Sabor Churrascaria,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4527854,-48.4953492,Não especificada,
12396994205,Carvalho,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4305731,-48.4497802,Não especificada,
12397560637,Bob's,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4219548,-48.4560222,burger,
12397584083,Mercadinho Bom Jesus,Loja de Conveniência,Passagem Bartolomeu de Gusmão,178,,"Passagem Bartolomeu de Gusmão, 178",-1.430432,-48.4494256,Não especificada,
12397584084,Sem Nome Registrado,Depósito de Bebidas,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4304687,-48.4495475,Não especificada,
12397584085,Fruteira e Mercadinho,Loja de Conveniência,Passagem Bartolomeu de Gusmão,219A,,"Passagem Bartolomeu de Gusmão, 219A",-1.4305269,-48.4496737,Não especificada,
12397584089,Tapioca da Morena,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4302571,-48.4490592,Não especificada,
12397704886,Sem Nome Registrado,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4531862,-48.4947225,Não especificada,
12397761582,Sem Nome Registrado,Café,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4334241,-48.4466479,Não especificada,
12398473716,Amazônia na Cuia,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4258571,-48.4589525,regional,
12398500085,Sem Nome Registrado,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4502411,-48.4959057,Não especificada,
12398510654,Sem Nome Registrado,Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4501293,-48.4957612,Não especificada,
12398848139,Meeting Point,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4236548,-48.4571945,Não especificada,
12398848145,Burger Ninja,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4276903,-48.4459746,burger,
12398848146,Tudo OK!,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4293161,-48.4479476,pizza,
12398848147,No Grau,Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4309561,-48.4513996,Não especificada,
12398848149,BR Mania,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4344819,-48.4540145,Não especificada,
12398848162,One Hall,Espaço de Eventos,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4460044,-48.4938844,Não especificada,
12398887087,Container,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4523322,-48.4799791,Não especificada,
12399992070,Sem Nome Registrado,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4236867,-48.4572753,Não especificada,
12399992074,Royal,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4296526,-48.462034,Não especificada,
12399992076,Açaí Duque,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.429954,-48.4622163,Não especificada,
12399992079,Sem Nome Registrado,Café,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4328307,-48.4646594,Não especificada,
12400419051,Coxinha Gourmet,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4258328,-48.4554568,Não especificada,
12400432212,GM,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4276989,-48.4569978,brazilian,
12400526298,Sem Nome Registrado,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4246245,-48.4471982,Não especificada,
12400547169,Sem Nome Registrado,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4246753,-48.4475066,Não especificada,
12400552110,Sem Nome Registrado,Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4244073,-48.4466926,Não especificada,
12400613145,Matheus Sushiman,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4579493,-48.4750654,sushi,
12400613153,Tacacá do Renato,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.46027,-48.4889116,Não especificada,
12400613156,ampm,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4554364,-48.4824857,Não especificada,
12400613160,Govinda,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4603396,-48.4889782,indian;regional,
12400613162,Ipiranga,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4598315,-48.4857474,Não especificada,
12401832884,Am Pm,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.456847,-48.476971,Não especificada,
12401832887,Kero+,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4583234,-48.4900296,pizza,
12401832889,Padoquinha,Café,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4627288,-48.5003995,Não especificada,
12402915120,McDonald's,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4459048,-48.486694,burger,
12403292399,Taeaeá da Vileta,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4364683,-48.4659711,Não especificada,
12403374473,lyno cousine,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4422285,-48.4883661,internacional,
12403374734,Porpino Burguer,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4425363,-48.4880486,burger;pizza,
12403669583,Canto do Zé,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4628486,-48.5026106,Não especificada,
12403718415,Shitake,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4233232,-48.4493928,japanese,
12405627104,Nabêra,Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4614822,-48.5053657,Não especificada,
12405638233,Sem Nome Registrado,Café,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4241214,-48.4578295,Não especificada,
12405766760,Sem Nome Registrado,Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4581429,-48.5059774,Não especificada,
12406662094,California Coffee,Café,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.39058,-48.479816,Não especificada,
12406662095,Fly Café,Café,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3905794,-48.4798693,Não especificada,
12406662097,Panela Paraense,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.390809,-48.4799269,regional,
12406662098,Elite Café,Café,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3908222,-48.4798177,Não especificada,
12406662099,Muiraquitã,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3908307,-48.4797663,regional,
12406662100,Subway,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3907359,-48.4796473,sandwich,
12406685701,Bob's,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3905732,-48.4796513,burger,
12406685702,Pizza Hut,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3904439,-48.4796452,pizza,
12406774257,Conexão Café,Café,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3893843,-48.4794991,Não especificada,
12406774259,Autoservice,Casa de Jogos/Bingo,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3892192,-48.479543,Não especificada,
12406857648,Fran's Café,Café,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3899183,-48.4795298,Não especificada,
12406857651,Hudson,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3892411,-48.4794372,Não especificada,
12406857652,Rei do Pão de Queijo,Café,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3893038,-48.4794358,Não especificada,
12407414033,Sonho Meu,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.2213917,-48.5526373,Não especificada,
12409566485,Sem Nome Registrado,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4598279,-48.5034272,Não especificada,
12410727662,Paraíso Verde,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4585831,-48.4184083,Não especificada,
12412165487,Espaço Caruana,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.2130628,-48.5263889,Não especificada,
12412268928,Restaurante Vai Quem Quer,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.2208727,-48.5497356,regional,
12412268929,Solar do Bosque,Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.2129927,-48.5269088,Não especificada,
12412856501,Boteco Vala-me Deus,Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.2584044,-48.5653776,Não especificada,
12417572867,Mercadinho do Carlos,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4717732,-48.4875937,Não especificada,
12419302801,Brisa Boa,Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.2131231,-48.5259459,Não especificada,
12419304718,Mirante da Pedra Branca,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.2157576,-48.538606,Não especificada,
12459511352,Tapiocaria,Café,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.1646042,-48.472677,Não especificada,
12466049334,Deus proverá,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4272831,-48.4496182,Não especificada,
12469008938,Tropical,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.0672426,-48.3856866,Não especificada,
12469022497,Paraiso,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.0671986,-48.3851231,Não especificada,
12469025126,Barraca do Gringo,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.0672531,-48.3861531,Não especificada,
12469031184,Jurubeba,Café,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.1164843,-48.4358621,Não especificada,
12487509885,Bar da 10,Pub/Bar,Alameda NS 10,,Coqueiro,Alameda NS 10 - Coqueiro,-1.3313061,-48.4444032,Não especificada,
12602294765,Sem Nome Registrado,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4415887,-48.4592725,Não especificada,
12615512705,Casa Preta Amazonia,Centro Comunitário,Rua dos Bacuris,,,Rua dos Bacuris,-1.2579682,-48.4621509,Não especificada,https://casapretaamazonia.org/
12708104220,Sem Nome Registrado,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4373687,-48.4633059,Não especificada,
12708145812,Pastel da Kelly,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4281684,-48.4610912,pastel;coxinhas;empadas.,
12708150403,Deposito da Tia,Pub/Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4320518,-48.4596966,Não especificada,
12708153105,Bar do Bragança,Pub/Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4389338,-48.4637272,Não especificada,
12708153150,Bar do Ceará,Pub/Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4283572,-48.4687764,Não especificada,
12708156168,Tacacá do Renato,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4270061,-48.4602938,regional;tacaca;maniçoba;patonotucupi;vatapa;comidastipicas;comidasregionais,www.instagram.com/tacacadorenato/
12708161619,Sem Nome Registrado,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4285954,-48.4687017,pastel,
12708166615,La Boca Pizzaria,Fast Food/Lanchonete,Avenida Gentil Bittencourt,1680,São Bráz,"Avenida Gentil Bittencourt, 1680 - São Bráz",-1.4546931,-48.4741383,pizza,https://www.instagram.com/labocapizzaria/?hl=pt
12708169607,Sem Nome Registrado,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4385365,-48.4641338,Não especificada,
12708195506,Puro Sabor,Fast Food/Lanchonete,Rua da Mata,744,Marambaia,"Rua da Mata, 744 - Marambaia",-1.4012368,-48.4607464,Não especificada,
12708204737,Boa Pizza,Fast Food/Lanchonete,Travessa Barão do Triunfo,1371,Pedreira,"Travessa Barão do Triunfo, 1371 - Pedreira",-1.4252459,-48.4734036,pizza,
12708268052,Sem Nome Registrado,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4334109,-48.4722973,pastel,
12762628501,Pita.gr,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6949479,-9.2158516,greek,
12844000116,Taberna dos Ferreiros,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6975711,-9.2019259,Não especificada,
12871285690,Pizzaria Casterelli,Restaurante,Rua Catumbi,348,,"Rua Catumbi, 348",-23.5351161,-46.6001429,pizza,
12983210059,Restaurante Na Mare,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4608165,-48.5069122,Não especificada,
13019127013,My Auchan,Loja de Conveniência,Rua das Pedreiras,20,,"Rua das Pedreiras, 20",38.7023506,-9.2060186,Não especificada,https://www.auchan.pt/pt/loja?StoreID=B90
13024515102,Samba night,Salão de Dança/Forró,Rua Doutor Assis,650,,"Rua Doutor Assis, 650",-1.4616951,-48.5046631,Não especificada,
13040052215,Sem Nome Registrado,Fast Food/Lanchonete,Rua Tucano,,Souza,Rua Tucano - Souza,-1.4196126,-48.4588809,pizza;coffee_shop;burger;ice_cream,
13063298391,Sem Nome Registrado,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.7025531,-9.2027169,Não especificada,
13141791901,Focacceria BM - Bread Maniacs,Restaurante,Rua Dom Lourenço d'Almeida,3A,,"Rua Dom Lourenço d'Almeida, 3A",38.6966256,-9.210612,italian,https://www.focacceriabm.pt/
13176696801,Espaço Dança e Arte,Salão de Dança/Forró,Avenida Alcindo Cacela,3365,,"Avenida Alcindo Cacela, 3365",-1.4668362,-48.4763168,Não especificada,
13180277705,AC GastroPub,Restaurante,Avenida Alcindo Cacela,3327,,"Avenida Alcindo Cacela, 3327",-1.4667416,-48.4763675,burger,https://lojalocal.com/
13184745401,Sem Nome Registrado,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-23.5409172,-46.5949734,Não especificada,
13184745501,Catarinense (prato feito 18R),Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-23.5383693,-46.601427,Não especificada,
13298449453,Vikings Burger,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4273086,-48.4599576,burger,
13298481030,Mercatto Rooftop,Bar,"Mercado de São Brás, Belém - PA, 66090-000 - São Brás, Belém - PA, 66090-000",,São Brás,"Mercado de São Brás, Belém - PA, 66090-000 - São Brás, Belém - PA, 66090-000 - São Brás",-1.4514844,-48.4684617,Não especificada,
13299932901,the coffee barista campos,Café,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4601172,-48.488529,Não especificada,
13300500601,churros da gallera,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4471831,-48.4989592,Não especificada,
13309451592,Umarizal,Café,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4052052,-48.453072,Não especificada,
13309470234,Campeira,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4039821,-48.4533838,barbecue,
13315541987,Forneria Pizzas,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4036156,-48.4533712,pizza,
13315561871,Kao,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4219735,-48.4560355,japanese,
13315571981,DuValle,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4034011,-48.4531579,Não especificada,
13315582448,King’s Beer,Loja de Conveniência,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4032689,-48.4531554,Não especificada,
13315590104,Igará,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.459602,-48.5039828,Não especificada,
13315593927,Resaurante Brook,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.402766,-48.4529738,barbecue,
13320145967,Coffee Shop,Café,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4548872,-48.4881356,coffee_shop,
13320180824,Seu Beja,Café,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4543181,-48.4886397,Não especificada,
13321919565,Pérola de Belém,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6994672,-9.2255612,Não especificada,
13321945564,Sala de Reuniao 5,Espaço de Eventos,,,Souza,Endereço não disponível no OSM (Apenas Coordenadas),-1.4183199,-48.4570536,Não especificada,
13321945565,Pavilhao 2,Espaço de Eventos,,,Souza,Endereço não disponível no OSM (Apenas Coordenadas),-1.419556,-48.4550768,Não especificada,
13321945566,Service Hub,Espaço de Eventos,,,Souza,Endereço não disponível no OSM (Apenas Coordenadas),-1.4189044,-48.4565735,Não especificada,
13321945567,Sala de Reuniao 7,Espaço de Eventos,,,Souza,Endereço não disponível no OSM (Apenas Coordenadas),-1.4185934,-48.456772,Não especificada,
13321945568,Sala de Reuniao 3,Espaço de Eventos,,,Souza,Endereço não disponível no OSM (Apenas Coordenadas),-1.4180276,-48.4573326,Não especificada,
13321945569,Sala de Reuniao 1,Espaço de Eventos,,,Souza,Endereço não disponível no OSM (Apenas Coordenadas),-1.4176388,-48.4577,Não especificada,
13321945570,Sala de Reuniao 12,Espaço de Eventos,,,Souza,Endereço não disponível no OSM (Apenas Coordenadas),-1.4173278,-48.4567773,Não especificada,
13321945571,Sala de Reuniao 22,Espaço de Eventos,,,Souza,Endereço não disponível no OSM (Apenas Coordenadas),-1.4177675,-48.4563804,Não especificada,
13321945572,Sala de Reuniao 6,Espaço de Eventos,,,Souza,Endereço não disponível no OSM (Apenas Coordenadas),-1.4184218,-48.456257,Não especificada,
13321945573,Sala de Reuniao 20,Espaço de Eventos,,,Souza,Endereço não disponível no OSM (Apenas Coordenadas),-1.4180303,-48.4566593,Não especificada,
13321945574,Sala de Reuniao 2,Espaço de Eventos,,,Souza,Endereço não disponível no OSM (Apenas Coordenadas),-1.4173331,-48.4573567,Não especificada,
13321945576,Delegation Offices,Espaço de Eventos,,,Souza,Endereço não disponível no OSM (Apenas Coordenadas),-1.4186712,-48.4556267,Não especificada,
13321945577,Pavilhao 1,Espaço de Eventos,,,Souza,Endereço não disponível no OSM (Apenas Coordenadas),-1.4192825,-48.4547724,Não especificada,
13321945589,Office -SEC,Espaço de Eventos,,,Souza,Endereço não disponível no OSM (Apenas Coordenadas),-1.4194675,-48.4561658,Não especificada,
13321945590,Plenary 2,Espaço de Eventos,,,Souza,Endereço não disponível no OSM (Apenas Coordenadas),-1.4165984,-48.4590089,Não especificada,
13321945592,Media Center,Espaço de Eventos,,,Souza,Endereço não disponível no OSM (Apenas Coordenadas),-1.416577,-48.4579039,Não especificada,
13321945593,Meeting Room 8,Espaço de Eventos,,,Souza,Endereço não disponível no OSM (Apenas Coordenadas),-1.4162149,-48.4597412,Não especificada,
13321945595,Escritorio Office,Espaço de Eventos,,,Souza,Endereço não disponível no OSM (Apenas Coordenadas),-1.4173492,-48.4581453,Não especificada,
13321945596,ICT,Espaço de Eventos,,,Souza,Endereço não disponível no OSM (Apenas Coordenadas),-1.4169792,-48.4585744,Não especificada,
13321945597,Meeting Room 8,Espaço de Eventos,,,Souza,Endereço não disponível no OSM (Apenas Coordenadas),-1.4159575,-48.4594435,Não especificada,
13321945598,Plenary 1,Espaço de Eventos,,,Souza,Endereço não disponível no OSM (Apenas Coordenadas),-1.4155365,-48.4600819,Não especificada,
13433409836,Sem Nome Registrado,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.3750984,-48.483301,juice,
13648486179,Café da Esquina,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4072538,-48.4255618,Não especificada,
13684893315,mercearia do sabbá,Loja de Conveniência,Travessa Soares Carneiro,1242,ummarizal,"Travessa Soares Carneiro, 1242 - ummarizal",-1.4369662,-48.4819528,Não especificada,
13684893320,Sem Nome Registrado,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4747821,-48.4759594,Não especificada,
13785850543,Bar Pitaco do Macaco,Pub/Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4469766,-48.4942142,Não especificada,
13806971161,Sem Nome Registrado,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4368866,-48.4783337,Não especificada,
13806971162,bela turca,Pub/Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4371109,-48.4788592,Não especificada,
13834160101,Sabor Superior,Restaurante,Rua Dom Jerónimo Osório,19B,,"Rua Dom Jerónimo Osório, 19B",38.7001013,-9.2254461,cake;coffee_shop;curry;diner;indian,
13888634084,Peixe & Bistrô,Restaurante,Rua Siqueira Mendes,347,Cruzeiro,"Rua Siqueira Mendes, 347 - Cruzeiro",-1.2982134,-48.4895762,seafood;regional,
13973529801,La Preferita,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4543573,-48.4955275,pizza,
13974572494,36,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4651616,-48.5022974,Não especificada,
13985992553,Oasis Conveniência,Bar,Tv. Padre Eutíquio,1331,condor,"Tv. Padre Eutíquio, 1331 - condor",-1.4687413,-48.4797908,Não especificada,
13986013227,Seu saint,Bar,Tv. Padre Eutíquio,3616,Condor,"Tv. Padre Eutíquio, 3616 - Condor",-1.4718548,-48.4759688,Não especificada,
13986034408,A A Malvão Bar,Bar,Av. Alcindo Cacela,3866,condor,"Av. Alcindo Cacela, 3866 - condor",-1.4705734,-48.4762348,Não especificada,
155332133,Vela Latina,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.692859,-9.2133215,Não especificada,
155332134,À Margem,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6929371,-9.2099068,regional,
162765909,Habib's,Fast Food/Lanchonete,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4046818,-48.4301482,middle_eastern,https://www.habibs.com.br/
169086965,Café do Forte,Café,Jardim da Torre de Belém,,,Jardim da Torre de Belém,38.6920282,-9.2168875,coffee_shop,
241540590,Cervejaria Portugália,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6938942,-9.2069296,Não especificada,
241540591,ZeroZero Belém,Restaurante,Avenida de Brasília,,,Avenida de Brasília,38.69385,-9.2072776,italian;pizza,
255672908,Estancia Churrascaria,Restaurante,Rua Catumbi,1393,,"Rua Catumbi, 1393",-23.5255076,-46.6015314,barbecue,
259348812,Sem Nome Registrado,Café,,,,Endereço não disponível no OSM (Apenas Coordenadas),38.6918751,-9.2138804,Não especificada,
259860928,RU Setor Profissional,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4734297,-48.4506453,Não especificada,
274894415,Mormaço,Pub/Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4637465,-48.5068192,Não especificada,
274894418,Palafita,Bar,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4560206,-48.5062023,Não especificada,
330466345,Restaurante Universitário Setor Básico,Restaurante,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.477869,-48.4581474,Não especificada,
331884294,Boi Gaucho Grill,Restaurante,Rua Pedro Vaz de Campos,47,,"Rua Pedro Vaz de Campos, 47",-23.5245236,-46.6024204,regional,
344930456,Veropesinho profissional,Praça de Alimentação,,,,Endereço não disponível no OSM (Apenas Coordenadas),-1.4737352,-48.4505429,Não especificada,
