DISTRITO,BAIRRO,END_COMPLETO,NUM_ENDERECO,LATITUDE,LONGITUDE,DSC_ESTABELECIMENTO,COD_INDICADOR_ESTAB_ENDERECO
DABEL,SAO BRAS,AVENIDA GOVERNADOR MAGALHAES BARATA,925,-1.451509,-48.472285,RESTAURANTE PUB GARAGEM VELHA,1.0
DAENT,MARAMBAIA,RUA  E,2,-1.406246,-48.450924,BAR,1.0
DAENT,CASTANHEIRA,RUA  PERICLES GUEDES DE OLIVEIRA,301,-1.402193,-48.431556,BAR E RESTAURANTE GERA SAMBA,1.0
DAENT,MARAMBAIA,PASSAGEM  NINA,19,-1.404897,-48.458373,BAR,1.0
DAENT,MANGUEIRAO,AVENIDA MAJOR AVIADOR SEDA,100,-1.38196,-48.45539,CHURRASCARIA BRASEIRO DE OURO,1.0
DAGUA,CANUDOS,TRAVESSA  FRANCISCO MONTEIRO,700,-1.45205,-48.46013,BAR E RESTAURANTE,1.0
DASAC,SACRAMENTA,TRAVESSA  ANGUSTURA,77,-1.41732,-48.482395,BAR,1.0
DAENT,MARAMBAIA,AVENIDA  RODOLFO CHERMONT,1163,-1.399226,-48.452857,RESTAURANTE ESTRELA,1.0
DAICO,CRUZEIRO,TRAVESSA SAO ROQUE,776,-1.300453,-48.48236,BACAS BAR,1.0
DAICO,PONTA GROSSA,RUA CORONEL JUVENCIO SARMENTO,1873,-1.309624,-48.480838,BAR TIA ZULA,1.0
DAENT,MARAMBAIA,RUA SAO JOSE,25,-1.407286,-48.447211,BAR 51,1.0
DABEN,PARQUE VERDE,RODOVIA  AUGUSTO MONTENEGRO,5000,-1.362048,-48.442114,RESTAURANTE DO CLUBE,1.0
DABEL,CIDADE VELHA,TRAVESSA  JOAQUIM TAVORA,547,-1.4576,-48.501556,RESTAURANTE CANTINHO DA GIGI,1.0
DABEL,CIDADE VELHA,TRAVESSA  JOAQUIM TAVORA,461,-1.457573,-48.502313,RESTAURANTE LA BODEGA,1.0
DABEL,CIDADE VELHA,TRAVESSA  JOAQUIM TAVORA,447,-1.457719,-48.5024,SALAO DO RESTAURANTE LA BODEGA,1.0
DABEL,UMARIZAL,RUA  BERNAL DO COUTO,238,-1.44341,-48.487421,RESTAURANTE ALI BABA,1.0
DAGUA,CREMACAO,RUA  DOS PARIQUIS,2970,-1.459454,-48.477754,RESTAURANTE,1.0
DABEN,COQUEIRO,RUA  ESPERANTISTA,70,-1.347106,-48.439016,NEGAO DO FRANGO BAR,1.0
DAICO,PARQUE GUAJARA,RUA  PARACURI,22,-1.329459,-48.457328,BAR,1.0
DABEN,TAPANA,RUA  RANARIO,0,-1.32774,-48.468367,PEIXARIA FERREIRA,1.0
DABEN,TAPANA,RUA  RANARIO,5,-1.327717,-48.468418,RESTAURANTE JLB,1.0
DASAC,BARREIRO,PASSAGEM  BELO HORIZONTE,21,-1.414973,-48.487023,BAR,1.0
DAMOS,CHAPEU VIRADO,AVENIDA  DEZESSEIS DE NOVEMBRO,1071,-1.140907,-48.460318,BAR DA RUTE,1.0
DASAC,TELEGRAFO,AVENIDA SENADOR LEMOS,1315,-1.431909,-48.485979,RESTAURANTE TODO MUNDO,1.0
DABEL,NAZARE,TRAVESSA  QUATORZE DE MARCO,1933,-1.453169,-48.480546,CHEIA DE GRACA CAFE,1.0
DAMOS,AEROPORTO,RUA  TRICOLOR,16,-1.140657,-48.454371,BAR COM VENDA DE BEBIDAS,1.0
DABEL,CAMPINA,TRAVESSA FREI GIL DE VILA NOVA,215,-1.449756,-48.496019,RESTAURANTE CASA IGA,1.0
DABEL,MARCO,TRAVESSA  MAURITI,3990,-1.440845,-48.453158,RESTAURANTE COMIDA CAZEIRA,1.0
DASAC,SACRAMENTA,PASSAGEM  GRAO PARA,110,-1.41446,-48.480848,BAR CLANDESTINO,1.0
DABEL,MARCO,TRAVESSA  CHACO,2576,-1.444549,-48.461003,BAR TEMPLO DO ROCK RESTAURANTE,1.0
DABEL,MARCO,TRAVESSA  CURUZU,0,-1.444988,-48.462745,BISTRO BICOLOR BAR E RESTAURANTE,1.0
DABEL,MARCO,TRAVESSA  CURUZU,2255,-1.445338,-48.462227,COMIDA CASEIRA RESTAURANTE,1.0
DABEN,PARQUE VERDE,RUA  HELIO PINHEIRO,30,-1.365807,-48.45107,BAR,1.0
DAICO,PARACURI,RUA  JUTAI,20,-1.314926,-48.47819,RESTAURANTE,1.0
DAGUA,JURUNAS,RUA  DOS TAMOIOS,549,-1.468271,-48.497487,DEPOSITO DE BEBIDAS,1.0
DABEN,PARQUE VERDE,PASSAGEM  MAGALHAES BARATA,1,-1.371741,-48.4425,BAR BOHEMIA,1.0
DABEN,TAPANA,RUA  QUATRO,2,-1.358933,-48.463183,RESTAURANTE,1.0
DASAC,PEDREIRA,TRAVESSA  MARIZ E BARROS,540,-1.426417,-48.47749,BAR,1.0
DABEL,BATISTA CAMPOS,RUA  DOS CARIPUNAS,1951,-1.460768,-48.485971,RESTAURANTE,1.0
DABEN,TAPANA,ESTRADA  DA PICARREIRA,1,-1.330987,-48.469702,RESTAURANTE GEO,1.0
DABEN,TAPANA,ESTRADA  DA PICARREIRA,5,-1.330975,-48.469872,RESTAURANTE SABOR DA CASA,1.0
DAENT,AGUAS LINDAS,RUA  PARA,84,-1.394543,-48.397461,WE CONVENCIENCIA BAR,1.0
DABEN,PRATINHA,RUA  DOZE DE FEVEREIRO,0,-1.363,-48.468981,BAR DO IVAM,1.0
DABEN,PARQUE VERDE,AVENIDA PADRE BRUNO SECHI,16,-1.36946,-48.458316,RESTAURANTE FE EM DEUS,1.0
DABEN,PARQUE VERDE,AVENIDA PADRE BRUNO SECHI,154,-1.369377,-48.458254,RESTAURANTE,1.0
DAICO,PONTA GROSSA,PRACA  MOURA CARVALHO,421,-1.304215,-48.485376,BAR,1.0
DAENT,AGUAS LINDAS,AVENIDA  LIBERDADE,98,-1.416133,-48.393736,BAR JHOU,1.0
DABEN,CABANAGEM,PASSAGEM  GIRASSOL,2,-1.369637,-48.435263,CASA DE EVENTOS,1.0
DAICO,PARQUE GUAJARA,PASSAGEM  AFONSO PENA,0,-1.307814,-48.464453,BAR,1.0
DABEL,SAO BRAS,AVENIDA CONSELHEIRO FURTADO,3622,-1.455849,-48.465919,BAR E LANCHONETE,1.0
DAGUA,GUAMA,AVENIDA  JOSE BONIFACIO,2683,-1.470589,-48.468651,BAR,1.0
DABEN,COQUEIRO,RODOVIA  MARIO COVAS,0,-1.344139,-48.441489,BAR,1.0
DABEL,NAZARE,PRACA  SANTUARIO DE NAZARE,64,-1.453032,-48.482264,NAPOLI RESTAURANTE E PIZZARIA,1.0
DAGUA,JURUNAS,RUA  DOS TIMBIRAS,1203,-1.466676,-48.489018,DEPOSITO DE BEBIDAS BELFORT,1.0
DAMOS,BONFIM,RODOVIA ENGENHEIRO AUGUSTO MEIRA FILHO,0,-1.173354,-48.330887,CHURRASCARIA JOYA,1.0
DABEL,UMARIZAL,RUA  CURUCA,865,-1.435051,-48.484759,RESTAURANTE,1.0
DASAC,MARACANGALHA,RUA  CINCO,182,-1.398716,-48.476461,DEPOSITO DE BEBIDAS,1.0
DAMOS,MURUBIRA,RUA  VARIANTE,95,-1.123407,-48.434979,BAR E RESTAURANTE,1.0
DAMOS,VILA,ESTRADA  DO POCAO,0,-1.212815,-48.528329,BAR DA NOEMIA,1.0
DABEL,CIDADE VELHA,RUA  BOAVENTURA,86,-1.460184,-48.505587,MOAGEM DE CAFE LIDER,1.0
DABEN,TAPANA,RUA  ALBERTO VILAR,11,-1.35272,-48.460122,LANCHONETE E RESTAURANTE,1.0
DAICO,CAMPINA DE ICOARACI,AVENIDA  CONTORNO OESTE,12,-1.298955,-48.469458,BAR BOTECO DS RE,1.0
DASAC,BARREIRO,PASSAGEM NOSSA SENHORA DA GUIA,32,-1.416266,-48.487907,BOTECO BARREIRO,1.0
DABEN,BENGUI,RUA  BETANIA,252,-1.37512,-48.450617,CAFETERIA EL SHADAY,1.0
DABEN,TAPANA,RUA  RANARIO,47,-1.328178,-48.468315,BAR DO JAPONES,1.0
DASAC,SACRAMENTA,AVENIDA  JULIO CESAR,80,-1.403908,-48.469423,DEPOSITO DE BEBIDAS,1.0
DASAC,TELEGRAFO,TRAVESSA  VILETA,222,-1.428158,-48.480039,DEPOSITO DE BEBIDAS,1.0
DABEL,REDUTO,TRAVESSA  QUINTINO BOCAIUVA,919,-1.448247,-48.489652,RESTAURANTE REFEICOES DC,1.0
DAENT,UNIVERSITARIO,ACESSO  DO TUCUNDUBA,0,-1.466362,-48.453175,BAR SINUCA,1.0
DABEL,MARCO,TRAVESSA  CURUZU,2343,-1.44587,-48.461385,RESENHA PRIME BAR E RESTAURANTE,1.0
DAGUA,MONTESE (TERRA FIRME),PASSAGEM  SANTANA,0,-1.462721,-48.451733,BAR,1.0
DABEL,NAZARE,RUA  BOAVENTURA DA SILVA,727,-1.448303,-48.485568,BAR E LANCHONETE DO SIRIO,1.0
DAENT,MARAMBAIA,AVENIDA  DALVA,244,-1.406123,-48.438641,RESTAURANTE,1.0
DAOUT,AGUA BOA,RUA  TUCUMAEIRA,0,-1.233939,-48.433549,BAR,1.0
DABEN,COQUEIRO,AVENIDA SAO PEDRO,2,-1.355751,-48.438077,RESTAURANTE CALDOS E CIA,1.0
DAGUA,JURUNAS,PASSAGEM  CACAU,46,-1.475798,-48.489209,BOTECO DO ZE,1.0
DABEL,CIDADE VELHA,RUA  CESARIO ALVIM,310,-1.467601,-48.501196,RESTAURANTE JESUS,1.0
DABEN,TAPANA,RUA PRESIDENTE COSTA E SILVA,521,-1.332694,-48.47336,BAR DA BIA,1.0
DAICO,CRUZEIRO,RUA  MAGALHAES BARATA,462,-1.264876,-48.555928,BAR ARCO IRIS,1.0
DABEL,NAZARE,AVENIDA  NAZARE,1078,-1.452198,-48.483075,RESTAURANTE AVENIDA,1.0
DAENT,CASTANHEIRA,RUA  D,185,-1.397516,-48.433742,BAR GLEBA CHOPP,1.0
DAENT,MARAMBAIA,AVENIDA  RODOLFO CHERMONT,469,-1.405831,-48.453209,BOTECO ESPETO NA BRASA,1.0
DASAC,PEDREIRA,RUA  NOVA,471,-1.427212,-48.47881,MERCEARI E BAR DO LUIZ,1.0
DASAC,TELEGRAFO,RUA  NOVA,429,-1.427589,-48.479132,BAR DO BIGOGE,1.0
DABEN,SAO CLEMENTE,AVENIDA PADRE BRUNO SECHI,4,-1.369156,-48.458515,RESTAURANTE POPULAR,1.0
DASAC,TELEGRAFO,RODOVIA  ARTHUR BERNARDES,30,-1.427579,-48.488336,BAR ESTACAO DO CHOPP,1.0
DABEL,MARCO,TRAVESSA  CHACO,2163,-1.442088,-48.464474,BAR RESTAURANTE DA TIA,1.0
DAGUA,JURUNAS,TRAVESSA  DOS TUPINAMBAS,1202,-1.468778,-48.485105,BOTECO DO GATO INICIO DA FACE,1.0
DAGUA,JURUNAS,RUA  DOS TAMOIOS,35,-1.471826,-48.499988,DEPOSITO DE BEBIDAS,1.0
DAGUA,GUAMA,RUA  DA OLARIA,583,-1.47172,-48.455174,CHURRASCO,1.0
DAICO,CRUZEIRO,RUA  JARBAS PASSARINHO,0,-1.263698,-48.558192,BAR,1.0
DAICO,CRUZEIRO,RUA  JARBAS PASSARINHO,454,-1.263705,-48.557777,BAR,1.0
DAMOS,BONFIM,AVENIDA  PAULO FONTELES,106,-1.107197,-48.399745,BAR DOS AMIGOS,1.0
DAICO,TENONE,PASSAGEM  SEXTA LINHA,14,-1.318631,-48.436169,MERCIARIA E BAR,1.0
DAICO,CAMPINA DE ICOARACI,PASSAGEM  PASSARELA,13,-1.301012,-48.468545,RESTAURANTE CRIS,1.0
DAICO,PARACURI,RUA  CUMARU,40,-1.31253,-48.477542,RESTAURANTE BAYUK,1.0
DASAC,SACRAMENTA,PASSAGEM SANTO ANTONIO,500,-1.413572,-48.472698,BAR,1.0
DAICO,CRUZEIRO,RUA  DO FAROL,0,-1.27076,-48.560248,BAR DA PRAINHA,1.0
DAICO,TENONE,RUA  QUINZE DE AGOSTO,65,-1.321971,-48.447792,BAR DA ESQUINA,1.0
DASAC,SACRAMENTA,AVENIDA SENADOR LEMOS,4094,-1.41449,-48.470739,RESTAURANTE,1.0
DAMOS,CHAPEU VIRADO,TRAVESSA  CORINTIANA,13,-1.137437,-48.453456,BAR,1.0
DAMOS,CHAPEU VIRADO,TRAVESSA  CORINTIANA,101,-1.140517,-48.449836,BAR ROSA,1.0
DASAC,SACRAMENTA,TRAVESSA  MAURITI,396,-1.423752,-48.478448,RESTAURANTE,1.0
DABEL,UMARIZAL,RUA  FERREIRA PENA,358,-1.438326,-48.48149,BAR,1.0
DAGUA,JURUNAS,AVENIDA  BERNARDO SAYAO,1196,-1.474448,-48.49528,BAR LOURA GELADA,1.0
DASAC,SACRAMENTA,TRAVESSA  ANGUSTURA,547,-1.419784,-48.479,RESTAURANTE DO IVAN,1.0
DAOUT,ITAITEUA,RUA  RUA JOSE COTRIM,122,-1.273397,-48.433239,BAR GUIMARAES,1.0
DABEL,MARCO,AVENIDA  JOAO PAULO II,100,-1.447055,-48.461664,DEPOSITO DE BEBIDAS,1.0
DABEN,COQUEIRO,RUA  PRINCIPAL,0,-1.330936,-48.445602,BAR E CONVENIENCIA LOS POLLOS,1.0
DAICO,CAMPINA DE ICOARACI,PASSAGEM  PASSARELA,21,-1.300775,-48.468458,DEPOSITO DE BEBIDADAS DELLAS,1.0
DAENT,UNIVERSITARIO,FURO  BIJOGO,0,-1.496199,-48.416333,RESTAURANTE ILHA BRANCA,1.0
DAICO,CRUZEIRO,RUA  DO FAROL,82,-1.271433,-48.559782,POUSADA RESTAURANTE,1.0
DAICO,CRUZEIRO,RUA  DO FAROL,16,-1.269267,-48.560886,BAR DOMARCAO O TZUDO,1.0
DAICO,CRUZEIRO,RUA  DO FAROL,52,-1.269169,-48.560925,BAR FRENTE PARA PRAIA,1.0
DASAC,MIRAMAR,PASSAGEM  MIRANDINHA,20,-1.415217,-48.488425,DRINKS BAR,1.0
DABEN,BENGUI,ALAMEDA SANTA ISABEL,25,-1.372208,-48.449952,BAR,1.0
DABEL,UMARIZAL,RUA  ANTONIO BARRETO,1176,-1.443205,-48.477891,BELEM HALL CASA DE EVENTOS,1.0
DABEN,COQUEIRO,ALAMEDA  NS 14,73,-1.331372,-48.442149,RESTAURANTE,1.0
DAMOS,MANGUEIRAS,RUA COMANDANTE ERNESTO DIAS,113,-1.161961,-48.466407,BAR DA LIKA,1.0
DASAC,SACRAMENTA,AVENIDA  PEDRO ALVARES CABRAL,3983,-1.414923,-48.478525,RESTAURANTE DA LOURDES,1.0
DABEL,MARCO,AVENIDA  JOAO PAULO II,106,-1.447069,-48.461577,DEPOSITO DE BEBIDAS,1.0
DAICO,CAMPINA DE ICOARACI,RUA  OITO DE MAIO,108,-1.291969,-48.471216,BAR,1.0
DASAC,TELEGRAFO,RUA  DO ACAMPAMENTO,301,-1.428769,-48.480176,BAR,1.0
DABEL,MARCO,AVENIDA  JOAO PAULO II,463,-1.444262,-48.460074,RESTAURANTE RECANTO PARAIBANO,1.0
DAMOS,BONFIM,AVENIDA  PAULO FONTELES,112,-1.107214,-48.399776,CHURRASCO 3 IRMAOS,1.0
DABEN,TAPANA,RUA PRESIDENTE COSTA E SILVA,521,-1.332719,-48.473343,BOTECO,1.0
DASAC,PEDREIRA,TRAVESSA  CHACO,209,-1.432399,-48.478893,BAR,1.0
DAICO,TENONE,PASSAGEM  SEXTA LINHA,16,-1.318725,-48.436083,BAR BEER HOUSE,1.0
DABEN,TAPANA,AVENIDA  BENEDITO MONTEIRO,1,-1.342419,-48.45188,RESTAURANTE SABOR CASEIRO,1.0
DAGUA,JURUNAS,RUA SAO MIGUEL,491,-1.467685,-48.486377,BAR E MERCIARIA,1.0
DABEL,UMARIZAL,RUA  FERREIRA PENA,240,-1.4384,-48.48251,RESTAURANTE,1.0
DABEN,SAO CLEMENTE,AVENIDA PADRE BRUNO SECHI,0,-1.368934,-48.458433,BAR,1.0
DASAC,SACRAMENTA,TRAVESSA BARAO DO TRIUNFO,43,-1.418572,-48.483608,BAR,1.0
DAICO,CRUZEIRO,RUA  JARBAS PASSARINHO,195,-1.263712,-48.557653,BAR,1.0
DABEL,UMARIZAL,RUA  DIOGO MOIA,422,-1.443729,-48.485341,DEPOSITO DE BEBIDA E ESCRITORIOS,2.0
DAICO,CRUZEIRO,RUA  MAGALHAES BARATA,171,-1.266461,-48.556469,BAR BEIRA RIO,1.0
DAENT,UNIVERSITARIO,RUA  SEM DENOMINACAO 1,0,-1.466278,-48.451202,BAR SINUCA,1.0
DABEN,TAPANA,RUA  DOIS DE JULHO,12,-1.342343,-48.467298,RESTAURANTE SABOR ESPECIAL,1.0
DABEN,PARQUE VERDE,ALAMEDA  DA PAZ,10,-1.357949,-48.456145,SPORTS BAR ZICOS,1.0
DASAC,SACRAMENTA,TRAVESSA BARAO DO TRIUNFO,929,-1.423042,-48.476754,DEPOSITO DE BEBIDAS SINDICATOS,1.0
DAENT,MANGUEIRAO,RODOVIA  AUGUSTO MONTENEGRO,0,-1.386233,-48.436166,CHURRASCARIA BOI DOURO,1.0
DAENT,MARAMBAIA,RUA CAPITAO BRAGA,414,-1.403192,-48.435755,BAR DA ANGELA,1.0
DAGUA,JURUNAS,RUA  DOS PARIQUIS,290,-1.471391,-48.496094,DEPOSITO DE BEBIDA,1.0
DAICO,CAMPINA DE ICOARACI,RUA MONSENHOR JOSE MARIA AZEVEDO,180,-1.294613,-48.471071,BAR DA SORTE 2,1.0
DAICO,CAMPINA DE ICOARACI,RUA MONSENHOR JOSE MARIA AZEVEDO,180,-1.294608,-48.471017,BAR 03 WALDIR,1.0
DAICO,CAMPINA DE ICOARACI,RUA MONSENHOR JOSE MARIA AZEVEDO,180,-1.294613,-48.471071,BAR,1.0
DAICO,CAMPINA DE ICOARACI,RUA MONSENHOR JOSE MARIA AZEVEDO,180,-1.294556,-48.470795,DEPOSITO DE BEBIDAS,1.0
DABEL,UMARIZAL,AVENIDA GENERALISSIMO DEODORO,172,-1.441726,-48.482992,BAR IRMAOS PALADINO,1.0
DAENT,MARAMBAIA,RUA  DA MATA,93,-1.40165,-48.45964,DEPOSITO DE BEBIDA,1.0
DASAC,SACRAMENTA,PASSAGEM  MIRANDINHA,5,-1.415978,-48.481582,JAMES BAR VENDA DE BEBIDAS,1.0
DASAC,SACRAMENTA,PASSAGEM SAO BENEDITO,292,-1.414875,-48.481642,PEIXARIA POPULAR,1.0
DABEL,MARCO,TRAVESSA DOUTOR ENEAS PINHEIRO,1289,-1.432368,-48.454995,CAFE E RESTAURANTE CAPRICHO DA CASA,1.0
DASAC,MARACANGALHA,RUA  VINTE E DOIS A,52,-1.398536,-48.482574,AURELIO BAR,1.0
DAICO,PONTA GROSSA,TRAVESSA  DOS BERREDOS,1018,-1.306457,-48.479981,CYBER CAFE,1.0
DABEN,COQUEIRO,PASSAGEM  CEARA,19,-1.357856,-48.44227,POINT DO CAFE,1.0
DABEN,BENGUI,RUA  LAMEIRA BITTENCOURT,36,-1.37687,-48.446881,BAR,1.0
DABEN,TAPANA,RODOVIA  DO TAPANA,100,-1.337707,-48.46832,SABOROSO RESTAURANTE E LANCHONETE,1.0
DABEN,TAPANA,RUA  OLARIA I,0,-1.329439,-48.47554,BAR E LANCHONETE,1.0
DAENT,MARAMBAIA,CANAL  AGUA CRISTAL,98,-1.407787,-48.451077,RESTAURANTE,1.0
DAMOS,CARANANDUBA,AVENIDA  CIPRIANO SANTOS,0,-1.094035,-48.410255,NANDAS BAR,1.0
DAMOS,CARANANDUBA,AVENIDA  CIPRIANO SANTOS,100,-1.094404,-48.410198,BAR CASULINHA,1.0
DAMOS,CARANANDUBA,AVENIDA  CIPRIANO SANTOS,0,-1.094739,-48.410411,BAR LUZ DO SOL,1.0
DAMOS,CARANANDUBA,AVENIDA  CIPRIANO SANTOS,0,-1.094758,-48.410491,PEIXARIA,1.0
DAMOS,CARANANDUBA,AVENIDA  CIPRIANO SANTOS,0,-1.093935,-48.410313,BAR ENCONTRO DOS AMIGOS,1.0
DAICO,CAMPINA DE ICOARACI,RUA  PRIMEIRA DA CAMPINA,28,-1.297644,-48.474877,DEPOSITO DE BEBIDA,1.0
DAMOS,VILA,RUA PADRE MANOEL RAIOL,123,-1.163606,-48.467262,RESTAURANTE,1.0
DAICO,CAMPINA DE ICOARACI,AVENIDA DOUTOR LOPO DE CASTRO,118,-1.29825,-48.475226,RESTAURANTE E BAR CANTINHO DA LIA,1.0
DABEN,PARQUE VERDE,RUA  VINTE E DOIS DE AGOSTO,35,-1.355993,-48.45783,BAR DO DARLEISON,1.0
DAICO,CAMPINA DE ICOARACI,TRAVESSA  W DOIS,133,-1.301173,-48.468364,RESTAURANTE CRIS,1.0
DAGUA,CREMACAO,AVENIDA  ALCINDO CACELA,2550,-1.459185,-48.477119,RESTAURANTE FRANGAO DA ALCINDO,1.0
DABEL,BATISTA CAMPOS,TRAVESSA PRESIDENTE PERNAMBUCO,269,-1.457465,-48.492556,BAR E RESTAURABTE GARDEN,1.0
DABEL,BATISTA CAMPOS,TRAVESSA PRESIDENTE PERNAMBUCO,215,-1.457324,-48.492966,MEU BOTECO,1.0
DAGUA,MONTESE (TERRA FIRME),PASSAGEM  VINTE E QUATRO DE DEZEMBRO,20,-1.454443,-48.452211,DEPOSITO DE BEBIDAS,1.0
DABEN,TAPANA,RUA  DOIS,134,-1.338454,-48.466769,CASA DE EVENTOS,1.0
DAENT,CURIO-UTINGA,PASSAGEM  VIRGILIO,195,-1.428857,-48.451551,DEPOSITO DE BEBIDAS,1.0
DABEN,BENGUI,ALAMEDA  BENFICA,155,-1.375315,-48.454845,BAR DO NALDO,1.0
DABEL,UMARIZAL,AVENIDA SENADOR LEMOS,761,-1.436718,-48.487269,CAFE PLENITUDE,1.0
DASAC,TELEGRAFO,PASSAGEM  NENA BARRETO,30,-1.43188,-48.481308,DEPOSITO DE BEBIDAS,1.0
DABEN,BENGUI,ALAMEDA  BENFICA,162,-1.375273,-48.454655,BOLEIROS BAR,1.0
DABEN,BENGUI,ALAMEDA  BENFICA,155,-1.375283,-48.454788,BAR,1.0
DABEL,MARCO,TRAVESSA  PIRAJA,1160,-1.427323,-48.459866,HELPS BAR,1.0
DABEL,MARCO,TRAVESSA  PIRAJA,1264,-1.427824,-48.459116,O VELHO BAR,1.0
DABEN,TAPANA,ESTRADA  DA PICARREIRA,14,-1.330849,-48.470352,BAR AMIGOS,1.0
DABEL,MARCO,AVENIDA DOUTOR FREITAS,2638,-1.426576,-48.454355,RESTAURANTE DA THATA,1.0
DAENT,MARAMBAIA,PASSAGEM  DALVA,726,-1.401856,-48.442888,BARBEARIA E BAR,1.0
DAMOS,CARANANDUBA,AVENIDA  CIPRIANO SANTOS,60,-1.094099,-48.41018,BAR E RESTAURANTE BREBRUNA,1.0
DAGUA,GUAMA,TRAVESSA  BRASILIA,149,-1.458243,-48.460769,VENDA DE CHURRASCO,1.0
DAENT,CASTANHEIRA,RUA SAO JORGE,234,-1.409502,-48.427903,DEPOSITO DE BEBIDAS DO HERNANDES,1.0
DAGUA,JURUNAS,AVENIDA  ROBERTO CAMELIER,899,-1.467867,-48.488149,VENDA DE BEBIDAS OU BAR,1.0
DABEL,CAMPINA,TRAVESSA  FRUTUOSO GUIMARAES,449,-1.452484,-48.499387,BAR SANTIAGO,1.0
DABEN,TAPANA,RUA  DOIS,229,-1.33886,-48.464069,BAR,1.0
DAENT,UNIVERSITARIO,AVENIDA  PERIMETRAL,192,-1.466986,-48.448088,RESTAURANTE GOOD COOKIE,1.0
DABEL,REDUTO,RUA  VINTE E OITO DE SETEMBRO,913,-1.445808,-48.492772,BEM CAFEINADO,1.0
DAICO,CAMPINA DE ICOARACI,RUA  VILA DOS INOCENTES I,185,-1.292225,-48.468978,BAR DOS INOCENTES,1.0
DABEL,MARCO,AVENIDA DOUTOR FREITAS,2572,-1.426205,-48.454893,BAR E TACACA,1.0
DAENT,MARAMBAIA,RUA  DA MATA,860,-1.40174,-48.458693,TAPIOCA E CIA,1.0
DAICO,PARQUE GUAJARA,PASSAGEM SAO JORGE,0,-1.307779,-48.463991,MERCEARIA E BAR,1.0
DAMOS,CARANANDUBA,AVENIDA  CIPRIANO SANTOS,7,-1.094032,-48.41025,RESTAURANTE BOM SABOR,1.0
DABEL,SAO BRAS,AVENIDA  CIPRIANO SANTOS,0,-1.449784,-48.465773,RESTAURANTE TEMPO DA GENTE,1.0
DABEN,BENGUI,ALAMEDA  BENFICA,162,-1.3753,-48.454912,BOLEIROS BAR,1.0
DAICO,CAMPINA DE ICOARACI,RUA MONSENHOR JOSE MARIA AZEVEDO,180,-1.294613,-48.471071,BAR DA SORTE,1.0
DAMOS,CARANANDUBA,AVENIDA  CIPRIANO SANTOS,7,-1.09416,-48.410174,BAR DA MORENA,1.0
DABEL,MARCO,TRAVESSA  PIRAJA,1160,-1.427273,-48.459818,RESTAURANTE DO JADO,1.0
DABEN,TAPANA,RUA  OLARIA I,0,-1.329491,-48.475522,BAR E CONVENIENCIA SAT ROSA,1.0
DABEN,COQUEIRO,TRAVESSA  WE 12,175,-1.339832,-48.447991,PARENTE BAR,1.0
DASAC,TELEGRAFO,PASSAGEM  NENA BARRETO,61,-1.431819,-48.481264,DEPOSITO DE BEBIDAS,2.0
DABEL,UMARIZAL,TRAVESSA DOM ROMUALDO DE SEIXAS,0,-1.440007,-48.485898,RESTAURANTE,1.0
DABEL,MARCO,AVENIDA DUQUE DE CAXIAS,1243,-1.428608,-48.461192,BAR,1.0
DAENT,MARAMBAIA,PASSAGEM  DALVA,648,-1.401876,-48.443593,BAR BARKAFURADA,1.0
DAENT,MARAMBAIA,PASSAGEM  DALVA,740,-1.401777,-48.44269,FLASH BAR,1.0
DAENT,MARAMBAIA,PASSAGEM  DALVA,790,-1.401765,-48.442206,BAR DA PRACA,1.0
DAENT,MARAMBAIA,RUA  DA MATA,6,-1.401684,-48.459762,RESTOURANTE E CAFE,1.0
DAICO,CAMPINA DE ICOARACI,AVENIDA DOUTOR LOPO DE CASTRO,114,-1.298219,-48.475362,BOTECO DO HAROLDO,1.0
DAICO,CRUZEIRO,RUA CORONEL JUVENCIO SARMENTO,0,-1.30111,-48.481534,BAR DO JOAO CAO,1.0
DASAC,PEDREIRA,ALAMEDA  CENTO E VINTE CINCO,10,-1.420593,-48.461485,RESTAURANTE,1.0
DAENT,CASTANHEIRA,PASSAGEM  EDISIA,46,-1.408794,-48.431558,CAFE DA MANHA DA SHEYLA,1.0
DAICO,PONTA GROSSA,TRAVESSA  DOS ANDRADAS,10,-1.309283,-48.488799,BAR,1.0
DABEN,UNA,RODOVIA  TRANSCOQUEIRO,0,-1.378152,-48.427191,RESTAURANTE,1.0
DAICO,PONTA GROSSA,TRAVESSA  DOS BERREDOS,956,-1.306396,-48.480498,CHURRASCARIA ESPETO E CIA,1.0
DABEL,BATISTA CAMPOS,TRAVESSA PRESIDENTE PERNAMBUCO,277,-1.457558,-48.492533,BAR E RESTAURANTE,1.0
DABEL,CAMPINA,TRAVESSA PADRE EUTIQUIO,291,-1.453243,-48.500447,RESTAURANTE DELICIAS DO NORTE,1.0
DABEN,BENGUI,ALAMEDA  BENFICA,13,-1.375247,-48.45476,BAR,1.0
DAGUA,CONDOR,RUA  LAURO MALCHER,405,-1.471173,-48.477989,MANA CAFE DA MANHA,1.0
DAICO,CAMPINA DE ICOARACI,RUA MONSENHOR JOSE MARIA AZEVEDO,25,-1.294652,-48.471303,BAR DO FERRUGEN,1.0
DABEL,MARCO,AVENIDA  ROMULO MAIORANA,1251,-1.43639,-48.462534,RESTAURANTE THE SAILOR,1.0
