DISTRITO,BAIRRO,END_COMPLETO,NUM_ENDERECO,LATITUDE,LONGITUDE,DSC_ESTABELECIMENTO,COD_INDICADOR_ESTAB_ENDERECO
DABEN,COQUEIRO,AVENIDA  PRINCIPAL,74,-1.331437,-48.44255,BAR,1.0
DABEN,COQUEIRO,AVENIDA  PRINCIPAL,73,-1.331413,-48.442264,RESTAURANTE,1.0
DABEN,COQUEIRO,AVENIDA  PRINCIPAL,0,-1.331563,-48.443155,CAFE E LANCHONETE,1.0
DABEN,COQUEIRO,AVENIDA  PRINCIPAL,0,-1.33151,-48.442767,CAFE E RESTAURANTE DA CHICA,1.0
DABEN,COQUEIRO,AVENIDA  PRINCIPAL,50,-1.331531,-48.442987,BAR E DEPOSITO DE BEBIDAS,1.0
DABEN,COQUEIRO,AVENIDA  PRINCIPAL,0,-1.331495,-48.442869,BAR DO B,1.0
DASAC,SACRAMENTA,TRAVESSA  LOMAS VALENTINAS,13,-1.418918,-48.476531,MERCADINHO BAR,1.0
DASAC,SACRAMENTA,TRAVESSA  LOMAS VALENTINAS,25,-1.418788,-48.476786,DEPOSITO DE BEBIDAS,1.0
DAICO,MARACACUERA,ESTRADA  DA MARACACUERA,2018,-1.301635,-48.461873,CAFE DA MANHA,1.0
DAICO,CRUZEIRO,RUA  BACURI,0,-1.261713,-48.565056,BAR DO REMO,1.0
DABEN,BENGUI,RUA  BETANIA,8,-1.371252,-48.449213,BAR,1.0
DABEN,CABANAGEM,RUA  PARA,16,-1.374278,-48.429302,BAR E MERCIARIA,1.0
DAOUT,SAO JOAO DO OUTEIRO,ESTRADA  PRINCIPAL DO OUTEIRO,1445,-1.27011,-48.477325,CASA DE SHOW,1.0
DASAC,TELEGRAFO,TRAVESSA CORONEL LUIS BENTES,93,-1.427619,-48.489868,BOTECO,1.0
DAOUT,AGUA BOA,AVENIDA  PAULO COSTA,1620,-1.250972,-48.45685,RESTAURANTE,1.0
DAICO,CRUZEIRO,RUA  MANOEL BARATA,368,-1.297643,-48.487829,RESTAURANTE MEGA FOOD,1.0
DAICO,CRUZEIRO,RUA  JARBAS PASSARINHO,325,-1.26375,-48.5586,BAR,1.0
DAICO,CRUZEIRO,RUA  JARBAS PASSARINHO,0,-1.26371,-48.558407,BAR,1.0
DAICO,CRUZEIRO,AVENIDA PADRE JULIO MARIA,598,-1.299012,-48.485688,RESTAURANTE MANIA DE COMER,1.0
DAICO,CRUZEIRO,RUA  MANOEL BARATA,533,-1.298863,-48.487394,RESTAURANTE,1.0
DAICO,CRUZEIRO,RUA  MANOEL BARATA,643,-1.300004,-48.487261,RESTAURANTE,1.0
DAICO,CRUZEIRO,RUA  SIQUEIRA MENDES,553,-1.300177,-48.489478,BAR GATOS E RATOS,1.0
DABEN,PRATINHA,TRAVESSA  FLUMINENSE,15,-1.358106,-48.469658,LOISE BAR E COVENIENCIA,1.0
DAOUT,ITAITEUA,AVENIDA  JADER BARBALHO,10,-1.260189,-48.44749,BAR E RESTAURANTE DOS AMIGOS,1.0
DAOUT,ITAITEUA,RUA  UATAMA,0,-1.26151,-48.440212,RESTAURANTE E RECEPCAO ALPHAVILLE BELEM,1.0
DAICO,TENONE,TRAVESSA  WE UM,0,-1.32279,-48.43255,BAR NOSSA SENHORA DE NAZARE,1.0
DAICO,TENONE,RUA  VALPARAISO,0,-1.323557,-48.43493,BAR,1.0
DAICO,PARACURI,RUA  MENINO JESUS,0,-1.319644,-48.485037,BAR,1.0
DASAC,TELEGRAFO,RUA  NOVA,159,-1.429573,-48.480466,DEPOSITO E CONVENIENCIA BEBIDAS EM GERAL,1.0
DASAC,TELEGRAFO,RUA  NOVA,189,-1.429289,-48.480317,DEPOSITO DE BEBIDAS,1.0
DAGUA,JURUNAS,AVENIDA  ROBERTO CAMELIER,71,-1.463176,-48.49398,BAR,1.0
DASAC,TELEGRAFO,RUA  NOVA,551,-1.42662,-48.478548,BAR,1.0
DABEN,CABANAGEM,PASSAGEM  VINTE E CINCO DE JULHO,20,-1.360707,-48.436648,DEPOSITO DE BEBIDAS,1.0
DABEN,CABANAGEM,RUA  PRINCIPAL,58,-1.375001,-48.43455,RESTAURANTE DA IRMA,1.0
DABEN,CABANAGEM,RUA  PRINCIPAL,62,-1.375033,-48.434473,BAR,1.0
DAGUA,JURUNAS,TRAVESSA  HONORIO JOSE DOS SANTOS,0,-1.464204,-48.49602,BAR SAO JOSE LIBERTO,1.0
DAGUA,JURUNAS,TRAVESSA  HONORIO JOSE DOS SANTOS,43,-1.463824,-48.496592,RESTAURANTE OAHU,1.0
DAGUA,JURUNAS,TRAVESSA  HONORIO JOSE DOS SANTOS,117,-1.464366,-48.496052,BAR NIGHT RETRO,1.0
DABEL,NAZARE,AVENIDA GOVERNADOR MAGALHAES BARATA,232,-1.45202,-48.478733,RESTAURANTE CALL MASS,1.0
DABEN,COQUEIRO,RUA  HONOLULU,0,-1.34999,-48.435925,CAFE DELICIA,1.0
DABEN,COQUEIRO,RODOVIA  AUGUSTO MONTENEGRO,33,-1.342452,-48.451419,RESTAURANTE BOM SABOR,1.0
DABEN,COQUEIRO,RODOVIA  AUGUSTO MONTENEGRO,32,-1.342407,-48.451458,NOSSO RESTAURANTE,1.0
DAENT,MARAMBAIA,PASSAGEM  DALVA,230,-1.403383,-48.447228,BENDITO SABOR RESTAURANTE,1.0
DAENT,MARAMBAIA,PASSAGEM  DALVA,444,-1.402466,-48.445259,RESTAURANTE DUAS IRMAES,1.0
DAENT,MARAMBAIA,PASSAGEM  DALVA,144,-1.403809,-48.447787,BAR,1.0
DAENT,MARAMBAIA,PASSAGEM  DALVA,208,-1.403385,-48.447348,BAR,1.0
DAGUA,GUAMA,TRAVESSA  VINTE E CINCO DE JUNHO,386,-1.464723,-48.460242,BAR DO ELSON E EDSON,1.0
DAMOS,BAIA DO SOL,ESTRADA  DA BAIA DO SOL,230,-1.067324,-48.344552,BAR MERCEARIA BRECHO,1.0
DASAC,BARREIRO,PASSAGEM  MIRAMAR,27,-1.417427,-48.49205,BAR JUJU PROCEDE,1.0
DAENT,MARAMBAIA,RUA  DA MATA,764,-1.401192,-48.460963,TORRES BAR,1.0
DAICO,PARACURI,PASSAGEM SAO JORGE,2,-1.314014,-48.484567,BAR DO SIGNALDO,1.0
DAENT,CASTANHEIRA,RUA  MARIANO,30,-1.408047,-48.434125,RESTAURANTE,1.0
DAOUT,AGUA BOA,AVENIDA  PAULO COSTA,3061,-1.251409,-48.456343,RESTAURANTE,1.0
DAOUT,AGUA BOA,AVENIDA  PAULO COSTA,56,-1.251758,-48.455977,CAFE E CIA,1.0
DASAC,TELEGRAFO,AVENIDA SENADOR LEMOS,1855,-1.422801,-48.488768,BAR E RESTAURANTE HARAZ,1.0
DASAC,TELEGRAFO,TRAVESSA DOM JOAO,156,-1.425718,-48.485388,BAR ENCONTRO DOS AMIGOS,1.0
DAENT,MANGUEIRAO,RUA  MUCAJAS,145,-1.380952,-48.434084,CASA DE EVENTOS,1.0
DASAC,MARACANGALHA,RUA  CINCO,212,-1.398967,-48.476735,DEPOSITO DE BEBIDAS BRISAS,1.0
DASAC,MARACANGALHA,AVENIDA  CONTORNO LESTE,162,-1.398976,-48.476168,FERJO BAR,1.0
DASAC,MARACANGALHA,AVENIDA  CONTORNO LESTE,152,-1.398845,-48.476122,ESPORTE BAR,1.0
DASAC,MARACANGALHA,AVENIDA  CONTORNO LESTE,172,-1.399108,-48.476105,BAR DOS AMIGOS,1.0
DASAC,MARACANGALHA,AVENIDA  CONTORNO,5,-1.3992,-48.47465,CYBER CAFE ACESSO,1.0
DAICO,MARACACUERA,RUA  NOVA DO FIDELIS,75,-1.275932,-48.430189,BAR E RESTAURANTE,1.0
DAOUT,ITAITEUA,RUA  NOVA DO FIDELIS,97,-1.275738,-48.431327,BOTECO DO TOCO,1.0
DAICO,MARACACUERA,RUA  DO CAMPO,0,-1.27677,-48.427845,BAR DA SIMONE,1.0
DABEN,SAO CLEMENTE,PASSAGEM NOSSA SENHORA DE NAZARE,4,-1.359564,-48.465968,FABRICA DE BILHAR AUGUSTUS,1.0
DAOUT,AGUA BOA,TRAVESSA PRINCESA DO MAR,6,-1.251274,-48.460024,BAR E RESTAURANTE,1.0
DAOUT,AGUA BOA,RUA  BEIRA RIO,0,-1.250398,-48.459854,BAR E RESTAURANTE LAGOA AZUL,1.0
DAOUT,AGUA BOA,RUA  BEIRA RIO,0,-1.251545,-48.460771,BAR E RESTAURANTE PREAMAR,1.0
DAOUT,AGUA BOA,RUA  BEIRA RIO,0,-1.251125,-48.460376,BAR E RESTAURANTE,1.0
DABEN,TAPANA,RUA PRESIDENTE CASTELLO BRANCO,125,-1.334304,-48.47481,BAR DO RONALDO,1.0
DABEN,TAPANA,PASSAGEM  UBERABA,141,-1.335321,-48.475669,BAR,1.0
DABEN,COQUEIRO,TRAVESSA  JUSCELINO KUBITSCHEK,2,-1.363381,-48.425837,THAY CAFETERIA,1.0
DAICO,AGULHA,TRAVESSA  DA SOLEDADE,2111,-1.30943,-48.470584,VENDA DE CHURRASCO,1.0
DAICO,AGULHA,TRAVESSA  DA SOLEDADE,241,-1.309295,-48.469349,BAR DOS AFONSOS,4.0
DABEL,NAZARE,AVENIDA COMANDANTE BRAS DE AGUIAR,821,-1.454233,-48.483551,RESTAURANTE,1.0
DABEL,NAZARE,AVENIDA COMANDANTE BRAS DE AGUIAR,821,-1.454105,-48.483709,BOTECO DA BRAZ,1.0
DAENT,MARAMBAIA,RUA  PRIMEIRO DE AGOSTO,293,-1.395641,-48.452091,BAR,1.0
DAENT,MARAMBAIA,RUA  PRIMEIRO DE AGOSTO,183,-1.395626,-48.451756,RESTAURANTE REPITOCA,1.0
DABEL,MARCO,TRAVESSA BARAO DO TRIUNFO,3028,-1.433866,-48.460938,BAR DO BRANCO,1.0
DAGUA,MONTESE (TERRA FIRME),AVENIDA  CELSO MALCHER,651,-1.456121,-48.451619,RESTAURANTE E LANCHONETE,1.0
DAMOS,MANGUEIRAS,AVENIDA  DEZESSEIS DE NOVEMBRO,1979,-1.151781,-48.465525,DEPOSITO DE BEBIDAS,1.0
DASAC,TELEGRAFO,PASSAGEM  ASSUNCAO,6,-1.423692,-48.485212,BAR,1.0
DABEL,MARCO,PASSAGEM  CELINA,246,-1.44045,-48.454887,BOTECO DO GORDO,1.0
DAICO,PARQUE GUAJARA,RUA  DEZESSETE DE ABRIL,35,-1.314188,-48.461496,RESTAURANTE DO NEGAO,1.0
DAICO,PARQUE GUAJARA,RUA  DEZESSETE DE ABRIL,0,-1.314188,-48.461858,PEIXARIA SALMO 91,1.0
DAICO,PARQUE GUAJARA,RUA  DEZESSETE DE ABRIL,19,-1.314175,-48.461902,DEPOSITO DE BEBIDAS,1.0
DAICO,PARQUE GUAJARA,RUA  DEZESSETE DE ABRIL,0,-1.314206,-48.462199,CHURRASCARIA PROMESSADE DEUS,1.0
DAICO,PARQUE GUAJARA,RUA  DEZESSETE DE ABRIL,0,-1.314213,-48.462044,RESTAURANTE,1.0
DAICO,PARQUE GUAJARA,RUA  DEZESSETE DE ABRIL,1,-1.31424,-48.462301,DEPOSITO DE BEBIDAS,1.0
DAENT,MARAMBAIA,PASSAGEM  JOSE DE ALENCAR,18,-1.400875,-48.452894,DEPOSITO DE BEBIDAS,1.0
DAENT,MARAMBAIA,AVENIDA  RODOLFO CHERMONT,1010,-1.400567,-48.453465,CYBER CAFE,1.0
DAICO,CRUZEIRO,RUA  DOIS DE DEZEMBRO,706,-1.296521,-48.478108,BAR DO JOAO,1.0
DABEN,COQUEIRO,RUA  PRINCIPAL,0,-1.331186,-48.441249,CONVENIENCIA E BAR,1.0
DABEN,PARQUE VERDE,RODOVIA  TAPANA,0,-1.348957,-48.459724,SHOW DE CHURRASCO,1.0
DAOUT,AGUA BOA,AVENIDA  16 DE NOVEMBRO,51,-1.243244,-48.42321,CASA SAO PEDRO BAR,1.0
DAENT,AGUAS LINDAS,RUA  PRIMEIRO DE MAIO,41,-1.410539,-48.390593,BAR,1.0
DAICO,CRUZEIRO,PRAIA  DO AMOR,0,-1.260828,-48.565132,BAR E RESTAURANTE ISRAEL,1.0
DAICO,CRUZEIRO,PRAIA  DO AMOR,0,-1.259565,-48.565207,BAR E RESTAURANTE O PARAISO DO PRINCIPE,1.0
DAICO,CRUZEIRO,PRAIA  DO AMOR,0,-1.261671,-48.565369,BAR DO AGUIA,1.0
DAICO,CRUZEIRO,PRAIA  DO AMOR,0,-1.262408,-48.565847,BAR DOS AMIGOS,1.0
DAMOS,SAO FRANCISCO,RUA  BEIRA RIO,0,-1.10794,-48.425299,BAR,1.0
DAENT,CASTANHEIRA,AVENIDA  PRIMEIRO DE DEZEMBRO,329,-1.408065,-48.426634,RESTAURANTE SABOR DO BAIRRO,1.0
DAENT,CASTANHEIRA,AVENIDA  PRIMEIRO DE DEZEMBRO,13,-1.407974,-48.426435,ALDAS BAR,1.0
DAENT,AGUAS LINDAS,RUA  MARANHAO,17,-1.395321,-48.394558,BAR,1.0
DAENT,AGUAS LINDAS,RUA  MACEIO,156,-1.396482,-48.394175,BAR E MERCEARIA,1.0
DAMOS,SAO FRANCISCO,RESIDENCIAL  RECANTO DAS GARCAS,0,-1.106499,-48.423491,RESTAURANTE E BAR,1.0
DAGUA,JURUNAS,TRAVESSA  DOS TUPINAMBAS,1394,-1.469322,-48.484889,BAR E RESTAURANTE,1.0
DAENT,VAL-DE-CANS,PASSAGEM IRMA ZENOBIA,0,-1.376946,-48.480162,DEPOSITO DE BEBIDAS,1.0
DAENT,MARAMBAIA,PASSAGEM  SAMARITANA,220,-1.401958,-48.441879,DEPOSITO DE BEBIDAS,1.0
DAMOS,SAO FRANCISCO,RUA  BEIRA RIO,120,-1.107881,-48.424999,RESTAURANTE OPCAO DA ILHA,1.0
DASAC,SACRAMENTA,VILA  RUBI,0,-1.41337,-48.468881,BAR,1.0
DASAC,SACRAMENTA,VILA  RUBI,0,-1.41337,-48.468881,RESTAURANTE,1.0
DASAC,FATIMA,TRAVESSA  NOVE DE JANEIRO,353,-1.442588,-48.476079,BAR E MERCADINHO,1.0
DASAC,FATIMA,TRAVESSA  NOVE DE JANEIRO,313,-1.442188,-48.476039,BAR E RESTAURANTE DO BEZERRA,1.0
DASAC,SACRAMENTA,PASSAGEM  SALVADOR,78,-1.407392,-48.472216,BAR,1.0
DASAC,PEDREIRA,AVENIDA  PEDRO MIRANDA,454,-1.434565,-48.476537,BAR E LANCHENTE BIG DIB,1.0
DASAC,FATIMA,RUA  BOAVENTURA DA SILVA,1721,-1.445909,-48.475021,RESTAURANTE JARDIM BOA VENTURA,1.0
DASAC,MARACANGALHA,TRAVESSA  RIO TROMBETAS,6,-1.402746,-48.479426,DEPOSITO DE BEBIDAS,1.0
DASAC,PEDREIRA,RUA  ANTONIO EVERDOSA,609,-1.430856,-48.477622,RESTAURANTE,1.0
DASAC,TELEGRAFO,TRAVESSA CORONEL LUIZ BENTES,42,-1.428365,-48.487851,RESTAURANTE E LANCHONETE SABOR DUARTE,1.0
DASAC,TELEGRAFO,RUA  DO UNA,12,-1.428956,-48.488427,ACAI E RESTAURANTE BOCA ROXA,1.0
DAENT,MARAMBAIA,PASSAGEM  DALVA,505,-1.402198,-48.444959,CASA DE EVENTOS,1.0
DABEL,BATISTA CAMPOS,TRAVESSA  QUINTINO BOCAIUVA,3394,-1.468619,-48.483867,BAR E MERCEARIA DA SANDRA,4.0
DABEL,BATISTA CAMPOS,TRAVESSA  QUINTINO BOCAIUVA,1323,-1.469258,-48.484164,MERCEARIA E DEPOSITO DE BEBIDAS,1.0
DABEN,SAO CLEMENTE,PASSAGEM  JOHN ENGELHARD,4,-1.36126,-48.46624,CHURRASCO MAE E FILHA,1.0
DABEN,SAO CLEMENTE,PASSAGEM  JOHN ENGELHARD,11,-1.361345,-48.465758,POINT DO CHURRASCO,1.0
DAGUA,JURUNAS,TRAVESSA  BOM JARDIM,0,-1.47461,-48.487927,BAR,1.0
DASAC,MARACANGALHA,RUA  RIO AMAZONAS,4,-1.401289,-48.480207,RESTAURANTE SAUMO 23,1.0
DAICO,PARACURI,RODOVIA  ARTHUR BERNARDES,10,-1.316862,-48.485356,RESTAURANTE E PIZZARIA MANIAS LANCHES,1.0
DAICO,PARACURI,RODOVIA  ARTHUR BERNARDES,0,-1.31762,-48.48565,MIX CONVENIENCIA E CAFE,1.0
DAICO,PARACURI,PASSAGEM  OSVALDO PASSOS,44,-1.317296,-48.485067,RESTAURANTE ACAI DA TIA,1.0
DAMOS,BAIA DO SOL,RUA  CLOVIS,76,-1.062305,-48.35023,BAR BELA VISTA,1.0
DABEN,COQUEIRO,TRAVESSA  VINTE E TRES,24,-1.351707,-48.436732,DEPOSITO DE BEBIDAS,1.0
DABEN,CABANAGEM,PASSAGEM  OLIMPIA,0,-1.369543,-48.434675,CHURRASCO DO MARQUINHOS,1.0
DABEN,CABANAGEM,PASSAGEM  OLIMPIA,122,-1.369773,-48.434501,BAR OPCAO,1.0
DABEN,CABANAGEM,RUA  PRINCIPAL,97,-1.373217,-48.432214,BAR E MERCEARIA 2 IRMAOS,1.0
DABEN,CABANAGEM,RUA  PRINCIPAL,89,-1.373385,-48.432388,RESTAURANTE DO AUGUSTO,1.0
DABEL,UMARIZAL,TRAVESSA  QUATORZE DE MARCO,1198,-1.445892,-48.480708,RESTAURANTE,1.0
DAMOS,MANGUEIRAS,ALAMEDA  ELNA TRINDADE,50,-1.146835,-48.45396,BAR DO INDIO,1.0
DAENT,MARAMBAIA,AVENIDA  TAVARES BASTOS,755,-1.40681,-48.44689,PEIXARIA E RESTAURANTE SABOR MISTER,1.0
DAICO,AGULHA,RUA SANTA HELENA,45,-1.307737,-48.467441,BAR DA FAFA,1.0
DABEN,TAPANA,RUA  BUZIOS,13,-1.344517,-48.458191,BAR DO DODO,1.0
DABEN,TAPANA,RUA  BUZIOS,13,-1.344473,-48.458232,BAR DO DODO,1.0
DABEN,COQUEIRO,PASSAGEM  BELGICA,28,-1.362423,-48.430823,BAR BELISSIMO,1.0
DABEN,PRATINHA,RUA  BIANCA,0,-1.362657,-48.467871,BAR,1.0
DAGUA,CONDOR,PASSAGEM  ALBI MIRANDA,10,-1.469116,-48.472521,BAR,1.0
DAENT,SOUZA,PASSAGEM  GETULIO VARGAS,0,-1.417227,-48.448616,CAFETERIA,1.0
DAENT,MARAMBAIA,RUA SAO JOSE,0,-1.399446,-48.45301,RESTAURANTE SABOR ACAI,1.0
DAENT,SOUZA,PASSAGEM  GETULIO VARGAS,6,-1.417723,-48.447798,BAR E RESTAURANTE DA MIKA,1.0
DAENT,SOUZA,PASSAGEM  GETULIO VARGAS,2,-1.417541,-48.447902,BAR E LANCHONETE DA HELP,1.0
DAENT,SOUZA,PASSAGEM  GETULIO VARGAS,2,-1.417521,-48.447853,BAR,1.0
DAMOS,CARANANDUBA,RUA  BEIRA RIO,741,-1.101862,-48.412999,BOTECO,1.0
DAENT,CURIO-UTINGA,AVENIDA  JOAO PAULO SEGUNDO,106,-1.428013,-48.446074,BAR BUMERANGUE,1.0
DAMOS,AEROPORTO,ESTRADA  DOS DIAMANTES,1335,-1.143963,-48.457218,RAMONES BAR,1.0
DAMOS,AEROPORTO,RUA  AEROPORTO,2,-1.143079,-48.458734,DEPOSITO DE BEBIDAS JGS E VARIEDADES,1.0
DAOUT,SAO JOAO DO OUTEIRO,AVENIDA NOSSA SENHORA DA CONCEICAO,0,-1.25388,-48.460136,DEPOSITO DE BEBIDAS,1.0
DABEN,PRATINHA,PASSAGEM  DOIS AMIGOS,91,-1.364582,-48.469004,BAR MALOCAS,1.0
DAMOS,BAIA DO SOL,RUA  PARQUE SEVERINO,0,-1.074184,-48.331604,BAR,1.0
DABEN,CABANAGEM,RUA  PRINCIPAL,0,-1.375236,-48.434673,RESTAURANTE DEUS E FIEL,1.0
DABEN,SAO CLEMENTE,PASSAGEM  SAMAUMA,11,-1.359515,-48.467828,ZINHOS BAR,1.0
DABEN,SAO CLEMENTE,PASSAGEM  SAMAUMA,51,-1.359555,-48.467842,BAR DO ZINHO,1.0
DABEN,TAPANA,AVENIDA PADRE BRUNO SECHI,10,-1.352918,-48.459519,RESTAURANTE KIDELICA,1.0
DAGUA,MONTESE (TERRA FIRME),PASSAGEM  LIGACAO,276,-1.461779,-48.451147,BAR,1.0
DAGUA,MONTESE (TERRA FIRME),PASSAGEM  PARQUE AMAZONIA,115,-1.463654,-48.450098,DEPOSITO DE BEBIDAS,1.0
DABEL,MARCO,VILA  FONTENELE,38,-1.442927,-48.459824,CAFETERIA SUELI ESTEVES,1.0
DABEL,MARCO,TRAVESSA  MARIZ E BARROS,2401,-1.435864,-48.463147,RESTAURANTE,1.0
DABEL,MARCO,TRAVESSA  MARIZ E BARROS,2463,-1.436179,-48.462707,RAIZES CAFE,1.0
DABEL,MARCO,TRAVESSA  MARIZ E BARROS,2263,-1.435077,-48.464106,BAR E RESTAURANTE O DEDAO,1.0
DABEL,MARCO,AVENIDA DUQUE DE CAXIAS,790,-1.435374,-48.465213,RESTAURANTE SUSHI DON SHEN,1.0
DAENT,AGUAS LINDAS,RUA  DEMOCRACIA OPERARIA,3,-1.406685,-48.393648,RESTAURANTE,1.0
DAENT,AGUAS LINDAS,RUA  DEMOCRACIA OPERARIA,25,-1.407402,-48.393604,BAR,1.0
DABEN,TAPANA,RUA  TRES,230,-1.337899,-48.468015,BAR,1.0
DABEN,TAPANA,RUA  TRES,236,-1.337953,-48.467719,DEPOSITO DE BEBIDAS ADEMAR,1.0
DABEN,TAPANA,RUA  TRES,297,-1.338458,-48.464329,BAR,1.0
DABEN,TAPANA,RUA  BACABEIRA,4,-1.338908,-48.460344,DEPOSITO DE BEBIDAS,1.0
DABEN,COQUEIRO,PASSAGEM  TUPI,53,-1.353035,-48.442922,BAR,1.0
DABEN,PARQUE VERDE,RUA  PRINCIPAL,3,-1.352887,-48.448935,ESKINA BAR,1.0
DAENT,MANGUEIRAO,AVENIDA  NORTE,0,-1.376225,-48.439172,BAR,1.0
DABEN,TAPANA,RUA  C,164,-1.350421,-48.473023,DEPOSITO DE BEBIDAS,1.0
DABEL,BATISTA CAMPOS,TRAVESSA  DOS APINAGES,541,-1.463527,-48.488918,BAR DO SALVADOR,1.0
DABEL,SAO BRAS,TRAVESSA  TRES DE MAIO,860,-1.447358,-48.47437,GERONCIOS BAR,1.0
DABEL,SAO BRAS,TRAVESSA  TRES DE MAIO,866,-1.447426,-48.47432,BAR,1.0
DASAC,SACRAMENTA,PASSAGEM SANTO ANTONIO,95,-1.411098,-48.475856,BAR SEM DENOMINACAO,1.0
DAICO,CAMPINA DE ICOARACI,RUA  OITO DE MAIO,442,-1.2943,-48.470838,BAR,1.0
DASAC,FATIMA,PASSAGEM  DIOGO MOIA,629,-1.441183,-48.470786,BAR,1.0
DASAC,FATIMA,PASSAGEM  DIOGO MOIA,607,-1.441221,-48.471418,RESTAURANTE FECHADO,1.0
DABEL,UMARIZAL,RUA  OLIVEIRA BELO,677,-1.440242,-48.478323,RESTAURANTE E LANCHONETE E EVENTOS,1.0
DAENT,MARAMBAIA,RUA NOSSA SENHORA DE FATIMA,401,-1.406204,-48.442588,BAR ANASTACIA,1.0
DAENT,MARAMBAIA,RUA  ANCHIETA,76,-1.406823,-48.4442,BAR DA ZILDA,1.0
DABEN,PARQUE VERDE,RUA  DAS MARGARIDAS,0,-1.360677,-48.45817,BAR DO ZEBRA E CASA DE RECPCAO DO ZEBRA,1.0
DAGUA,GUAMA,PASSAGEM SAO LAZARO,51,-1.473462,-48.465811,PIZZARIA LANCHONETE BAR BELEM BELEM,1.0
DAGUA,CONDOR,AVENIDA  ROBERTO CAMELIER,1802,-1.473041,-48.481636,MERCADINHO BAR DO PICOLA,1.0
DABEL,NAZARE,AVENIDA COMANDANTE BRAS DE AGUIAR,420,-1.454584,-48.487941,RESTAURANTE CAPITAL BAR,1.0
DABEL,NAZARE,TRAVESSA  BENJAMIN CONSTANT,1499,-1.455181,-48.488214,COSANOSTRA RESTAURANTE,1.0
DABEN,PARQUE VERDE,AVENIDA PADRE BRUNO SECHI,3,-1.365945,-48.458236,RESTAURANTE,1.0
DABEN,PARQUE VERDE,PASSAGEM  ASSIS CHATEAUBRIAND,4,-1.367994,-48.458061,BAR,1.0
DABEN,COQUEIRO,RODOVIA  AUGUSTO MONTENEGRO,0,-1.335109,-48.450392,RESTAURANTE XIQUE XIQUE,1.0
DAGUA,CANUDOS,AVENIDA  CIPRIANO SANTOS,0,-1.448894,-48.458914,RESTAURANTE,1.0
DABEL,UMARIZAL,RUA  MUNICIPALIDADE,1760,-1.434524,-48.488007,RESTAURANTE E BOTECO LAS CHICAS,1.0
DABEN,COQUEIRO,RUA  PRINCIPAL,1000,-1.330146,-48.436402,RESTAURANTE COZINHA DA LU COMIDA CASEIRA,1.0
DABEL,MARCO,TRAVESSA BARAO DO TRIUNFO,3974,-1.438497,-48.453845,BAR,1.0
DABEL,MARCO,TRAVESSA BARAO DO TRIUNFO,3974,-1.438482,-48.45382,BAR,1.0
DAGUA,GUAMA,PASSAGEM  JOAO DE DEUS,205,-1.468804,-48.464332,SILVAS BAR DRINKS,1.0
DAGUA,CONDOR,TRAVESSA  TRES DE MAIO,3456,-1.471092,-48.474167,RESTAURANTE SABOR PARAENSE,1.0
DAICO,PONTA GROSSA,RUA  SIQUEIRA MENDES,1211,-1.306128,-48.489109,BAR DA MARGARETH,1.0
DABEL,MARCO,AVENIDA  JOAO PAULO II,0,-1.440719,-48.457417,CAIANO CHURRASCARIA,1.0
DABEL,MARCO,AVENIDA  JOAO PAULO II,836,-1.441402,-48.457919,RESTAURANTE PARA E SABORES,1.0
DABEL,MARCO,PASSAGEM SAO PEDRO,152,-1.442698,-48.456998,BAR ARMANDO TARQUEDA,1.0
DABEL,MARCO,TRAVESSA  VILETA,3185,-1.442732,-48.458111,LAN HOUSE E CYBER CAFE,1.0
DAGUA,CREMACAO,TRAVESSA  NOVE DE JANEIRO,2333,-1.460431,-48.47527,RESTAURANTE SABOR DA TERRA,1.0
DABEN,PARQUE VERDE,PASSAGEM  DIARIO,0,-1.361634,-48.457966,MERCANTIL DO PARK CAFE,1.0
DAICO,AGULHA,PASSAGEM  SOL NASCENTE,92,-1.3031,-48.467648,BAR DO PAULO,1.0
DAICO,AGULHA,TRAVESSA  DOS BERREDOS,1585,-1.306043,-48.476734,RESTAURANTE,1.0
DAMOS,MARACAJA,RUA  PRATIQUARA,131,-1.163878,-48.466283,RESTAURANTE,1.0
DAICO,CAMPINA DE ICOARACI,PASSAGEM  DEMETRIO DE MORAES,9,-1.298153,-48.471007,LC PUB RESTAURANTE,1.0
DAICO,TENONE,TRAVESSA  SEM DENOMINACAO QUATORZE,9,-1.318056,-48.429652,BAR,1.0
DAOUT,AGUA BOA,RUA  PREAMAR,0,-1.242726,-48.452207,BAR,1.0
DAOUT,AGUA BOA,RUA  PREAMAR,0,-1.242714,-48.452175,BAR DOS AMIGOS,1.0
DAOUT,AGUA BOA,RUA  PREAMAR,0,-1.242384,-48.451477,COLUNAS BAR E RESTAURANTE,1.0
DAOUT,AGUA BOA,RUA  PREAMAR,0,-1.242149,-48.45156,BAR E RESTAURANTE MARE MANSA,1.0
DAOUT,AGUA BOA,RUA  PREAMAR,0,-1.242032,-48.451448,BAR E RESTAURANTE BELO PARAISO,1.0
DAOUT,AGUA BOA,RUA  PREAMAR,0,-1.242436,-48.451793,BOTECO DO MOLEQUE,1.0
DAOUT,AGUA BOA,RUA  PREAMAR,0,-1.241961,-48.451398,BAR E RESTAURANTE MAR AMOR,1.0
DAOUT,AGUA BOA,RUA  PREAMAR,0,-1.241464,-48.450822,BAR E RESTAURANTE DA MARLY,1.0
